number,value,datetime_start,datetime_complete,duration,params_bagging_temperature,params_border_count,params_depth,params_l2_leaf_reg,params_learning_rate,params_min_data_in_leaf,params_random_strength,state,rmse
119,0.0728039892933601,2026-07-27 05:20:46.739639,2026-07-27 05:20:59.758727,0 days 00:00:13.019088,0.9290318811794419,254,6,2.1487719619562315,0.010807201550083165,41,1.65980345971635,COMPLETE,0.2698221438158108
186,0.07280421443343325,2026-07-27 05:34:55.078099,2026-07-27 05:35:07.469520,0 days 00:00:12.391421,0.8978042029854303,254,6,1.6113616203609806,0.010815182923421375,29,1.6925518290714388,COMPLETE,0.26982256101637103
93,0.07280465093823753,2026-07-27 05:15:04.344368,2026-07-27 05:15:14.902336,0 days 00:00:10.557968,0.8502712137331653,254,5,2.6594903923576245,0.010491684874126888,4,1.4490547250302184,COMPLETE,0.26982336988896555
160,0.07280609731237128,2026-07-27 05:28:54.420345,2026-07-27 05:29:05.799775,0 days 00:00:11.379430,0.9621617790552607,254,6,2.455299848159029,0.011586445223092323,30,1.5825004701311496,COMPLETE,0.269826050099636
171,0.07280666625970238,2026-07-27 05:31:40.402491,2026-07-27 05:31:52.862537,0 days 00:00:12.460046,0.910195573829703,254,6,2.0651235424236756,0.010484495671820368,32,1.8604368066425216,COMPLETE,0.26982710438297774
182,0.07280690134448062,2026-07-27 05:34:09.167654,2026-07-27 05:34:21.015439,0 days 00:00:11.847785,0.8796856995224444,254,6,1.6131091351183435,0.010544051098552975,31,1.642144979281408,COMPLETE,0.26982754000375986
118,0.07280734234422966,2026-07-27 05:20:33.754963,2026-07-27 05:20:46.730686,0 days 00:00:12.975723,0.9256895084671404,254,6,2.3661277933362337,0.010008818184433518,37,1.6573357272765363,COMPLETE,0.2698283571906957
198,0.07280942621385236,2026-07-27 05:39:13.086013,2026-07-27 05:39:24.325631,0 days 00:00:11.239618,0.36322923544063346,254,6,1.5932079613295567,0.010436792525593772,31,1.5611848698563964,COMPLETE,0.2698322186356781
101,0.07280942946157708,2026-07-27 05:16:45.235579,2026-07-27 05:16:58.860884,0 days 00:00:13.625305,0.8996873672995493,254,6,2.6975998130949255,0.010137562401098324,4,1.9929702444197654,COMPLETE,0.2698322246537227
129,0.07281051372268202,2026-07-27 05:22:52.291398,2026-07-27 05:23:03.891266,0 days 00:00:11.599868,0.8458987940690216,254,6,1.6168326251415555,0.010996469328396619,34,1.7444721339242761,COMPLETE,0.2698342337856374
140,0.07281173380371364,2026-07-27 05:25:09.356331,2026-07-27 05:25:21.476354,0 days 00:00:12.120023,0.8977876199217183,254,6,1.684778448666073,0.010611001491149992,36,1.4798341202367835,COMPLETE,0.2698364945734984
102,0.07281350421045185,2026-07-27 05:16:58.869306,2026-07-27 05:17:12.443172,0 days 00:00:13.573866,0.8626967428170967,254,6,2.7601671365625386,0.010275173642216057,3,1.945258176034658,COMPLETE,0.2698397750711556
109,0.07281492313920089,2026-07-27 05:18:31.820838,2026-07-27 05:18:45.582016,0 days 00:00:13.761178,0.8789804165862262,254,6,2.5094628305857305,0.010058139268394597,4,2.0643211182262995,COMPLETE,0.2698424042644167
191,0.07281562009670545,2026-07-27 05:35:55.416970,2026-07-27 05:36:07.505441,0 days 00:00:12.088471,0.9646507483861357,254,6,1.4226702292223272,0.010531148769884629,27,1.7191082679140806,COMPLETE,0.26984369567715577
190,0.07281574821370593,2026-07-27 05:35:43.126575,2026-07-27 05:35:55.408739,0 days 00:00:12.282164,0.8973240778567094,254,6,1.257005760844449,0.010008492296518729,29,1.7835579215812891,COMPLETE,0.26984393306818283
151,0.07281688238032727,2026-07-27 05:27:14.652912,2026-07-27 05:27:27.130878,0 days 00:00:12.477966,0.8431341535328737,254,6,1.8679645370464608,0.010978409193108869,30,1.6438332824689963,COMPLETE,0.2698460345832921
122,0.07281732248912928,2026-07-27 05:21:24.705222,2026-07-27 05:21:36.785250,0 days 00:00:12.080028,0.9352544028334371,254,6,1.846700774895363,0.010927314733107284,41,1.6246699762360628,COMPLETE,0.2698468500633818
134,0.07281776151980954,2026-07-27 05:23:55.655746,2026-07-27 05:24:08.120181,0 days 00:00:12.464435,0.8861908712967651,254,6,1.6796379074228664,0.011148012431378945,35,2.00099718458859,COMPLETE,0.2698476635433584
159,0.07281856659747202,2026-07-27 05:28:43.372741,2026-07-27 05:28:54.411595,0 days 00:00:11.038854,0.8413808245384714,254,6,2.4157617701363794,0.011552724440437201,34,1.603992478072626,COMPLETE,0.2698491552654409
97,0.07282024453534297,2026-07-27 05:15:48.155034,2026-07-27 05:16:00.814809,0 days 00:00:12.659775,0.8844087528897702,254,6,2.678770574197052,0.01023249302003854,7,1.636407654591998,COMPLETE,0.26985226427685016
92,0.07282154119528764,2026-07-27 05:14:53.020837,2026-07-27 05:15:04.331668,0 days 00:00:11.310831,0.7599994064483175,254,5,2.690272401562844,0.010002862718645967,3,1.400040432248834,COMPLETE,0.26985466680286935
179,0.0728216230491475,2026-07-27 05:33:41.426049,2026-07-27 05:33:52.574449,0 days 00:00:11.148400,0.946147063362051,254,6,1.7461012127930464,0.010882558799128217,32,2.0668807493289414,COMPLETE,0.26985481846568443
73,0.07282240611504494,2026-07-27 05:12:09.341875,2026-07-27 05:12:16.981231,0 days 00:00:07.639356,0.8320665271640483,254,5,3.1055603527705733,0.013219498913970467,5,0.8372029366147188,COMPLETE,0.26985626936398
152,0.07282251962925965,2026-07-27 05:27:27.140783,2026-07-27 05:27:38.916175,0 days 00:00:11.775392,0.8027716402654227,254,6,1.8975548296536253,0.011889739714369563,30,1.7016808448209386,COMPLETE,0.2698564796873695
57,0.07282282209857842,2026-07-27 05:09:48.954452,2026-07-27 05:09:56.849352,0 days 00:00:07.894900,0.6951729173160338,254,5,6.393607142581255,0.013451590125407534,4,1.2221844274446694,COMPLETE,0.26985704011305395
107,0.07282286511335677,2026-07-27 05:18:04.508244,2026-07-27 05:18:18.111785,0 days 00:00:13.603541,0.8455549303720759,254,6,2.310354853789844,0.010124096197768459,1,2.0001267334325354,COMPLETE,0.26985711981223837
63,0.07282345461948453,2026-07-27 05:10:37.493845,2026-07-27 05:10:46.200907,0 days 00:00:08.707062,0.837402934021811,254,5,6.414247448226697,0.013158317859403025,6,1.5644153605701407,COMPLETE,0.2698582120660487
145,0.07282360110452712,2026-07-27 05:26:09.256123,2026-07-27 05:26:22.928007,0 days 00:00:13.671884,0.900726742325865,254,6,1.5296397000718602,0.010012716748341874,37,2.12560923630417,COMPLETE,0.2698584834770386
121,0.07282544266100635,2026-07-27 05:21:12.701474,2026-07-27 05:21:24.695924,0 days 00:00:11.994450,0.932446698632487,254,6,2.2008427789053537,0.010983936736061689,38,1.639307158448227,COMPLETE,0.26986189553363465
168,0.07282570990289143,2026-07-27 05:31:03.098847,2026-07-27 05:31:15.552455,0 days 00:00:12.453608,0.9832855305751861,254,6,1.9770273090006185,0.01080937743502621,30,2.0638959784233353,COMPLETE,0.2698623906788262
172,0.07282670029886099,2026-07-27 05:31:52.872195,2026-07-27 05:32:13.663506,0 days 00:00:20.791311,0.9075984514831226,254,6,2.0928360461788054,0.010853176594913215,32,2.0286733106822785,COMPLETE,0.2698642256744324
154,0.07282697777466773,2026-07-27 05:27:50.255708,2026-07-27 05:28:03.791952,0 days 00:00:13.536244,0.8549199529902153,254,6,1.698027497830866,0.010477471956726788,25,2.01655479486631,COMPLETE,0.26986473977655495
193,0.07282801428603754,2026-07-27 05:38:18.308379,2026-07-27 05:38:29.256334,0 days 00:00:10.947955,0.8680630918653179,254,6,1.4916874412614405,0.010500976578231914,31,1.4841057338965027,COMPLETE,0.2698666601972862
124,0.07282809578041535,2026-07-27 05:21:49.633129,2026-07-27 05:22:01.878805,0 days 00:00:12.245676,0.9236967517016936,254,6,1.768853937318223,0.010844805550451125,45,2.000656534399478,COMPLETE,0.2698668111873251
141,0.07282826280307328,2026-07-27 05:25:21.485372,2026-07-27 05:25:33.129955,0 days 00:00:11.644583,0.8899234041096393,254,6,1.651630519873364,0.01077844162235011,36,1.4845889953131077,COMPLETE,0.2698671206410171
94,0.07282858555958481,2026-07-27 05:15:14.915390,2026-07-27 05:15:24.993732,0 days 00:00:10.078342,0.8689200821558983,254,5,2.6734535512197644,0.01126763693898125,4,1.40089025964109,COMPLETE,0.2698677186318972
123,0.07282879636964343,2026-07-27 05:21:36.794303,2026-07-27 05:21:49.621494,0 days 00:00:12.827191,0.9490115163387859,254,6,1.8911223155568433,0.010120949500331936,43,1.769141628982929,COMPLETE,0.26986810921196935
130,0.07282992044957415,2026-07-27 05:23:03.900237,2026-07-27 05:23:17.875970,0 days 00:00:13.975733,0.8533738343111713,254,6,3.0548477341758105,0.010080006812531635,36,2.1789541577085862,COMPLETE,0.2698701918507751
161,0.0728315714731557,2026-07-27 05:29:05.809611,2026-07-27 05:29:16.857609,0 days 00:00:11.047998,0.9559963731516037,254,6,2.39899642258923,0.0115514078590902,30,1.6439129698817636,COMPLETE,0.2698732507551567
199,0.07283219905591642,2026-07-27 05:39:24.337061,2026-07-27 05:39:35.912581,0 days 00:00:11.575520,0.378623889336906,254,6,1.5899281266445746,0.010367997062591231,31,1.81840335362749,COMPLETE,0.2698744134887863
135,0.07283284189973882,2026-07-27 05:24:08.131285,2026-07-27 05:24:19.900676,0 days 00:00:11.769391,0.8826010071398327,254,6,1.438561074347908,0.011154937739513147,35,1.8102382886042367,COMPLETE,0.26987560449165987
56,0.07283301871073977,2026-07-27 05:09:41.035962,2026-07-27 05:09:48.941168,0 days 00:00:07.905206,0.7330937200150357,254,5,6.141513492966571,0.01356851752882035,3,1.254034785156682,COMPLETE,0.26987593207016397
27,0.07283307885821436,2026-07-27 05:05:56.995326,2026-07-27 05:06:02.906727,0 days 00:00:05.911401,0.7497380477278639,254,5,2.8094830718973784,0.01650324460368794,14,0.6820900208654269,COMPLETE,0.269876043505559
148,0.07283332803650297,2026-07-27 05:26:45.937463,2026-07-27 05:26:57.768230,0 days 00:00:11.830767,0.9143278259425238,254,6,1.1806397969607312,0.011493215546485434,35,1.5032086107540903,COMPLETE,0.26987650515838346
173,0.07283392778645109,2026-07-27 05:32:13.688409,2026-07-27 05:32:54.942815,0 days 00:00:41.254406,0.954344231797038,254,6,1.8310201520015943,0.010457612197335455,36,1.8160960129546857,COMPLETE,0.26987761631237794
96,0.07283546498354662,2026-07-27 05:15:35.242343,2026-07-27 05:15:48.146507,0 days 00:00:12.904164,0.9020552144931734,254,6,2.669549523099953,0.010107526624927242,11,1.4063416147278636,COMPLETE,0.2698804642495389
194,0.0728354998597152,2026-07-27 05:38:29.265241,2026-07-27 05:38:41.059383,0 days 00:00:11.794142,0.9000864738936059,254,6,1.3711653809847413,0.010857369332991904,29,2.378787018774623,COMPLETE,0.2698805288636348
132,0.07283582465802216,2026-07-27 05:23:31.540966,2026-07-27 05:23:43.246296,0 days 00:00:11.705330,0.8164789205982931,254,6,1.3886948680705165,0.010796549819774905,31,1.7661961146843168,COMPLETE,0.2698811306075735
95,0.0728362656004565,2026-07-27 05:15:25.002109,2026-07-27 05:15:35.233965,0 days 00:00:10.231856,0.9031157952177548,254,5,2.6641420839269805,0.010101391429658832,4,1.3979738441233625,COMPLETE,0.2698819475260554
51,0.07283674577238985,2026-07-27 05:09:00.300356,2026-07-27 05:09:08.648042,0 days 00:00:08.347686,0.8257013360171291,254,5,4.574647182145513,0.012762964517308923,13,0.9379199920796906,COMPLETE,0.2698828371208326
108,0.07283749893853866,2026-07-27 05:18:18.120136,2026-07-27 05:18:31.810863,0 days 00:00:13.690727,0.8497387126000945,254,6,2.2674402638903484,0.010416763562962745,1,2.5628640477141644,COMPLETE,0.2698842324748496
91,0.07283784545065171,2026-07-27 05:14:43.787305,2026-07-27 05:14:53.011339,0 days 00:00:09.224034,0.7773605392262121,254,5,2.972252586618424,0.010505220948380386,4,0.8933775418522197,COMPLETE,0.2698848744384385
30,0.07283809048436186,2026-07-27 05:06:14.586355,2026-07-27 05:06:22.256859,0 days 00:00:07.670504,0.7804687273092631,254,5,2.857285571732995,0.012397598076960207,3,0.7661650360533543,COMPLETE,0.2698853283977509
185,0.07283853763731758,2026-07-27 05:34:43.823839,2026-07-27 05:34:55.068486,0 days 00:00:11.244647,0.9195756091648696,254,6,1.6543270757133166,0.01047511569268669,28,1.4563623051249055,COMPLETE,0.2698861568093436
162,0.0728393956288845,2026-07-27 05:29:16.870058,2026-07-27 05:29:28.988811,0 days 00:00:12.118753,0.9337749529219125,254,6,2.6059661158181533,0.010516170054168333,28,1.3675287954152047,COMPLETE,0.2698877463481521
68,0.0728400395513881,2026-07-27 05:11:32.650734,2026-07-27 05:11:41.151590,0 days 00:00:08.500856,0.6774535163396975,254,5,3.862127361979256,0.01162225991800309,6,0.792048438876515,COMPLETE,0.26988893929056834
83,0.07284099433197817,2026-07-27 05:13:50.663137,2026-07-27 05:13:59.381784,0 days 00:00:08.718647,0.7616441816197023,254,5,4.36248482799595,0.011460357292853137,2,0.8945639483730242,COMPLETE,0.26989070812456323
