iter	Passed	Remaining
1684	8924	17557
1685	8928	17550
1686	8934	17545
1687	8937	17537
1688	8942	17530
1689	8947	17523
1690	8951	17516
1691	8955	17508
1692	8960	17503
1693	8965	17497
1694	8971	17492
1695	8976	17487
1696	8982	17482
1697	8987	17477
1698	8993	17472
1699	8999	17468
1700	9003	17462
1701	9009	17457
1702	9014	17451
1703	9019	17445
1704	9024	17440
1705	9030	17435
1706	9035	17430
1707	9039	17422
1708	9044	17417
1709	9050	17412
1710	9054	17405
1711	9059	17399
1712	9064	17393
1713	9069	17388
1714	9075	17383
1715	9081	17379
1716	9085	17371
1717	9090	17366
1718	9096	17361
1719	9101	17356
1720	9106	17350
1721	9112	17345
1722	9116	17339
1723	9121	17333
1724	9126	17326
1725	9130	17320
1726	9135	17312
1727	9140	17307
1728	9145	17302
1729	9150	17296
1730	9155	17289
1731	9160	17284
1732	9165	17279
1733	9171	17274
1734	9177	17270
1735	9181	17263
1736	9186	17257
1737	9191	17251
1738	9196	17245
1739	9202	17240
1740	9207	17234
1741	9211	17227
1742	9216	17221
1743	9221	17216
1744	9226	17210
1745	9231	17205
1746	9236	17199
1747	9241	17192
1748	9246	17186
1749	9250	17179
1750	9255	17173
1751	9260	17167
1752	9265	17162
1753	9269	17154
1754	9274	17148
1755	9278	17140
1756	9283	17134
1757	9288	17129
1758	9293	17123
1759	9297	17116
1760	9302	17110
1761	9308	17105
1762	9313	17100
1763	9319	17095
1764	9324	17089
1765	9329	17085
1766	9336	17082
1767	9342	17077
1768	9347	17072
1769	9351	17065
1770	9356	17059
1771	9361	17052
1772	9366	17047
1773	9370	17040
1774	9375	17035
1775	9380	17029
1776	9386	17023
1777	9391	17018
1778	9396	17012
1779	9401	17007
1780	9406	17001
1781	9411	16995
1782	9416	16989
1783	9422	16985
1784	9427	16979
1785	9433	16975
1786	9438	16970
1787	9444	16966
1788	9450	16961
1789	9456	16957
1790	9461	16953
1791	9467	16948
1792	9472	16942
1793	9478	16937
1794	9483	16932
1795	9487	16925
1796	9492	16919
1797	9496	16912
1798	9501	16905
1799	9506	16899
1800	9511	16893
1801	9516	16888
1802	9521	16882
1803	9526	16877
1804	9531	16871
1805	9536	16865
1806	9541	16859
1807	9545	16852
1808	9550	16846
1809	9554	16839
1810	9559	16832
1811	9564	16827
1812	9568	16819
1813	9573	16814
1814	9578	16808
1815	9583	16803
1816	9588	16797
1817	9593	16790
1818	9598	16785
1819	9604	16781
1820	9609	16775
1821	9613	16768
1822	9618	16762
1823	9622	16755
1824	9627	16749
1825	9632	16743
1826	9637	16737
1827	9642	16731
1828	9647	16726
1829	9652	16720
1830	9657	16714
1831	9662	16709
1832	9667	16703
1833	9672	16697
1834	9678	16693
1835	9683	16687
1836	9689	16682
1837	9694	16677
1838	9698	16671
1839	9704	16666
1840	9709	16661
1841	9715	16656
1842	9720	16650
1843	9725	16644
1844	9730	16639
1845	9735	16632
1846	9740	16628
1847	9745	16621
1848	9751	16617
1849	9756	16611
1850	9762	16607
1851	9767	16602
1852	9771	16595
1853	9776	16590
1854	9782	16585
1855	9787	16579
1856	9792	16574
1857	9797	16568
1858	9803	16563
1859	9808	16558
1860	9813	16552
1861	9817	16545
1862	9822	16539
1863	9827	16534
1864	9832	16528
1865	9838	16523
1866	9842	16517
1867	9848	16512
1868	9854	16508
1869	9860	16503
1870	9865	16498
1871	9870	16493
1872	9877	16489
1873	9883	16485
1874	9888	16480
1875	9893	16475
1876	9899	16471
1877	9905	16467
1878	9911	16462
1879	9915	16456
1880	9920	16450
1881	9926	16445
1882	9931	16440
1883	9935	16433
1884	9941	16427
1885	9947	16424
1886	9952	16418
1887	9957	16412
1888	9962	16406
1889	9967	16402
1890	9973	16397
1891	9978	16391
1892	9983	16386
1893	9987	16378
1894	9992	16372
1895	9996	16365
1896	10002	16361
1897	10008	16357
1898	10013	16351
1899	10019	16347
1900	10026	16345
1901	10031	16339
1902	10036	16333
1903	10041	16328
1904	10046	16321
1905	10052	16318
1906	10057	16312
1907	10061	16305
1908	10067	16300
1909	10072	16295
1910	10077	16289
1911	10081	16282
1912	10086	16276
1913	10091	16270
1914	10096	16265
1915	10101	16259
1916	10107	16255
1917	10112	16249
1918	10116	16241
1919	10121	16236
1920	10128	16234
1921	10134	16230
1922	10139	16223
1923	10144	16218
1924	10148	16211
1925	10153	16205
1926	10160	16202
1927	10165	16197
1928	10171	16192
1929	10176	16187
1930	10181	16181
1931	10187	16177
1932	10191	16170
1933	10196	16165
1934	10202	16159
1935	10207	16155
1936	10214	16151
1937	10219	16145
1938	10225	16142
1939	10231	16138
1940	10237	16133
1941	10242	16128
1942	10248	16124
1943	10254	16119
1944	10258	16113
1945	10263	16107
1946	10268	16101
1947	10274	16096
1948	10279	16090
1949	10284	16086
1950	10290	16081
1951	10294	16074
1952	10299	16068
1953	10305	16064
1954	10311	16059
1955	10315	16053
1956	10320	16047
1957	10325	16042
1958	10331	16037
1959	10335	16031
1960	10341	16026
1961	10346	16021
1962	10352	16016
1963	10357	16010
1964	10363	16007
1965	10369	16002
1966	10375	15998
1967	10380	15992
1968	10385	15987
1969	10389	15980
1970	10395	15974
1971	10400	15970
1972	10405	15964
1973	10410	15958
1974	10415	15952
1975	10421	15948
1976	10426	15943
1977	10432	15939
1978	10438	15934
1979	10443	15928
1980	10449	15924
1981	10455	15920
1982	10461	15916
1983	10466	15911
1984	10471	15904
1985	10476	15898
1986	10480	15891
1987	10485	15885
1988	10490	15881
1989	10496	15876
1990	10501	15871
1991	10507	15866
1992	10512	15860
1993	10517	15854
1994	10523	15851
1995	10529	15846
1996	10535	15842
1997	10540	15836
1998	10545	15831
1999	10551	15826
2000	10555	15820
2001	10561	15815
2002	10565	15808
2003	10570	15803
2004	10577	15799
2005	10583	15795
2006	10588	15790
2007	10593	15784
2008	10598	15779
2009	10604	15774
2010	10610	15770
2011	10615	15765
2012	10620	15759
2013	10625	15754
2014	10630	15748
2015	10635	15742
2016	10641	15737
2017	10645	15731
2018	10650	15725
2019	10655	15720
2020	10660	15714
2021	10666	15709
2022	10672	15704
2023	10677	15699
2024	10682	15693
2025	10688	15689
2026	10695	15686
2027	10700	15681
2028	10706	15677
2029	10712	15672
2030	10717	15666
2031	10722	15661
2032	10728	15656
2033	10733	15652
2034	10740	15648
2035	10744	15641
2036	10749	15635
2037	10754	15630
2038	10758	15623
2039	10763	15617
2040	10768	15611
2041	10773	15605
2042	10778	15600
2043	10783	15594
2044	10788	15589
2045	10794	15584
2046	10799	15579
2047	10804	15574
2048	10810	15569
2049	10816	15565
2050	10821	15560
2051	10827	15555
2052	10833	15551
2053	10838	15545
2054	10844	15540
2055	10848	15533
2056	10853	15528
2057	10859	15523
2058	10864	15518
2059	10869	15513
2060	10876	15510
2061	10882	15506
2062	10888	15501
2063	10894	15496
2064	10899	15491
2065	10905	15486
2066	10911	15482
2067	10916	15477
2068	10921	15472
2069	10927	15467
2070	10934	15464
2071	10939	15458
2072	10945	15454
2073	10950	15448
2074	10955	15443
2075	10960	15438
2076	10965	15431
2077	10969	15425
2078	10975	15421
2079	10981	15416
2080	10987	15411
2081	10992	15406
2082	10997	15400
2083	11006	15400
2084	11011	15394
2085	11017	15390
2086	11022	15385
2087	11028	15380
2088	11033	15374
2089	11039	15370
2090	11044	15365
2091	11050	15361
2092	11055	15354
2093	11060	15349
2094	11064	15342
2095	11069	15337
2096	11074	15330
2097	11079	15324
2098	11083	15319
2099	11090	15314
2100	11096	15310
2101	11101	15305
2102	11107	15300
2103	11112	15295
2104	11117	15289
2105	11122	15283
2106	11127	15278
2107	11132	15273
2108	11136	15266
2109	11142	15261
2110	11146	15254
2111	11152	15249
2112	11157	15244
2113	11162	15238
2114	11168	15234
2115	11173	15229
2116	11179	15224
2117	11184	15218
2118	11189	15212
2119	11194	15207
2120	11199	15201
2121	11205	15197
2122	11211	15192
2123	11216	15188
2124	11221	15181
2125	11226	15177
2126	11232	15171
2127	11237	15166
2128	11243	15161
2129	11248	15155
2130	11252	15149
2131	11257	15144
2132	11263	15139
2133	11268	15133
2134	11273	15128
2135	11278	15122
2136	11283	15116
2137	11288	15111
2138	11292	15104
2139	11297	15099
2140	11302	15093
2141	11307	15087
2142	11312	15081
2143	11317	15075
2144	11322	15070
2145	11327	15065
2146	11332	15058
2147	11337	15053
2148	11342	15047
2149	11347	15041
2150	11352	15036
2151	11357	15030
2152	11361	15023
2153	11365	15017
2154	11370	15011
2155	11375	15006
2156	11380	14999
2157	11384	14992
2158	11389	14987
2159	11394	14982
2160	11400	14976
2161	11405	14971
2162	11410	14965
2163	11414	14959
2164	11419	14952
2165	11423	14946
2166	11428	14940
2167	11433	14934
2168	11438	14929
2169	11443	14923
2170	11448	14917
2171	11453	14912
2172	11458	14906
2173	11464	14902
2174	11469	14897
2175	11475	14892
2176	11480	14886
2177	11485	14881
2178	11492	14878
2179	11497	14873
2180	11502	14867
2181	11507	14862
2182	11512	14855
2183	11518	14852
2184	11523	14846
2185	11528	14840
2186	11533	14834
2187	11538	14829
2188	11543	14823
2189	11548	14817
2190	11552	14810
2191	11557	14804
2192	11562	14799
2193	11567	14793
2194	11571	14787
2195	11576	14782
2196	11582	14777
2197	11587	14771
2198	11591	14765
2199	11596	14759
2200	11602	14754
2201	11607	14749
2202	11613	14744
2203	11618	14738
2204	11622	14731
2205	11627	14727
2206	11632	14721
2207	11639	14718
2208	11645	14713
2209	11651	14709
2210	11657	14705
2211	11663	14700
2212	11667	14693
2213	11672	14688
2214	11678	14683
2215	11684	14679
2216	11690	14674
2217	11695	14669
2218	11700	14664
2219	11707	14660
2220	11713	14656
2221	11719	14652
2222	11724	14646
2223	11731	14642
2224	11736	14637
2225	11741	14631
2226	11746	14626
2227	11751	14620
2228	11755	14614
2229	11761	14609
2230	11766	14604
2231	11772	14599
2232	11777	14594
2233	11783	14589
2234	11788	14583
2235	11794	14579
2236	11800	14575
2237	11806	14570
2238	11810	14564
2239	11816	14559
2240	11822	14555
2241	11827	14550
2242	11833	14545
2243	11840	14541
2244	11846	14537
2245	11851	14532
2246	11857	14527
2247	11862	14522
2248	11868	14517
2249	11873	14511
2250	11879	14507
2251	11883	14501
2252	11888	14495
2253	11894	14491
2254	11899	14485
2255	11905	14480
2256	11910	14475
2257	11916	14470
2258	11922	14465
2259	11927	14460
2260	11932	14455
2261	11937	14449
2262	11941	14442
2263	11946	14437
2264	11952	14432
2265	11957	14427
2266	11962	14422
2267	11968	14417
2268	11974	14412
2269	11979	14406
2270	11985	14402
2271	11990	14396
2272	11995	14391
2273	12000	14385
2274	12006	14380
2275	12011	14376
2276	12017	14371
2277	12023	14366
2278	12027	14360
2279	12033	14355
2280	12038	14350
2281	12043	14344
2282	12049	14339
2283	12054	14334
2284	12060	14329
2285	12065	14323
2286	12070	14318
2287	12075	14313
2288	12080	14307
2289	12087	14303
2290	12092	14299
2291	12098	14293
2292	12103	14288
2293	12108	14283
2294	12114	14278
2295	12118	14272
2296	12124	14267
2297	12130	14262
2298	12135	14257
2299	12140	14252
2300	12145	14246
2301	12151	14242
2302	12156	14236
2303	12161	14231
2304	12168	14227
2305	12174	14222
2306	12179	14217
2307	12184	14211
2308	12189	14206
2309	12195	14201
2310	12200	14195
2311	12206	14191
2312	12210	14185
2313	12215	14179
2314	12220	14174
2315	12227	14169
2316	12232	14164
2317	12238	14159
2318	12243	14154
2319	12248	14148
2320	12253	14143
2321	12259	14139
2322	12264	14133
2323	12270	14128
2324	12275	14123
2325	12280	14117
2326	12285	14112
2327	12290	14106
2328	12295	14101
2329	12300	14095
2330	12304	14089
2331	12309	14083
2332	12315	14078
2333	12320	14072
2334	12325	14067
2335	12330	14062
2336	12336	14057
2337	12341	14051
2338	12346	14046
2339	12352	14041
2340	12356	14035
2341	12363	14031
2342	12367	14025
2343	12373	14020
2344	12377	14013
2345	12382	14008
2346	12386	14001
2347	12391	13995
2348	12396	13990
2349	12403	13986
2350	12407	13980
2351	12412	13974
2352	12417	13968
2353	12422	13963
2354	12428	13958
2355	12433	13953
2356	12438	13948
2357	12444	13943
2358	12448	13936
2359	12453	13930
2360	12458	13925
2361	12463	13919
2362	12468	13914
2363	12474	13909
2364	12480	13904
2365	12484	13899
2366	12490	13893
2367	12495	13888
2368	12500	13883
2369	12506	13878
2370	12511	13873
2371	12515	13866
2372	12521	13861
2373	12525	13855
2374	12530	13849
2375	12534	13842
2376	12539	13837
2377	12544	13832
2378	12549	13825
2379	12554	13820
2380	12559	13814
2381	12564	13809
2382	12569	13803
2383	12574	13797
2384	12579	13792
2385	12584	13786
2386	12588	13780
2387	12594	13776
2388	12600	13771
2389	12606	13766
2390	12611	13761
2391	12616	13755
2392	12621	13750
2393	12626	13744
2394	12631	13739
2395	12635	13732
2396	12640	13726
2397	12644	13719
2398	12648	13713
2399	12653	13707
2400	12657	13701
2401	12662	13695
2402	12667	13690
2403	12673	13685
2404	12678	13679
2405	12682	13673
2406	12686	13667
2407	12691	13661
2408	12695	13654
2409	12701	13649
2410	12705	13643
2411	12710	13638
2412	12715	13632
2413	12720	13627
2414	12725	13621
2415	12730	13615
2416	12735	13610
2417	12741	13605
2418	12746	13599
2419	12750	13593
2420	12755	13587
2421	12759	13581
2422	12766	13577
2423	12771	13572
2424	12777	13567
2425	12782	13562
2426	12787	13556
2427	12792	13551
2428	12798	13546
2429	12803	13541
2430	12808	13536
2431	12813	13530
2432	12818	13524
2433	12823	13519
2434	12827	13512
2435	12832	13506
2436	12837	13501
2437	12842	13496
2438	12848	13491
2439	12852	13484
2440	12858	13479
2441	12863	13474
2442	12868	13468
2443	12874	13464
2444	12880	13460
2445	12885	13454
2446	12890	13448
2447	12897	13445
2448	12903	13441
2449	12909	13436
2450	12916	13433
2451	12922	13428
2452	12929	13424
2453	12935	13420
2454	12940	13415
2455	12945	13408
2456	12950	13403
2457	12956	13398
2458	12963	13395
2459	12969	13390
2460	12974	13385
2461	12980	13380
2462	12985	13375
2463	12990	13369
2464	12995	13364
2465	13000	13359
2466	13006	13354
2467	13011	13348
2468	13016	13343
2469	13022	13338
2470	13028	13334
2471	13033	13329
2472	13038	13323
2473	13044	13318
2474	13049	13312
2475	13054	13307
2476	13058	13301
2477	13063	13295
2478	13067	13288
2479	13072	13283
2480	13076	13276
2481	13081	13270
2482	13085	13265
2483	13090	13259
2484	13095	13253
2485	13100	13247
2486	13106	13243
2487	13111	13238
2488	13116	13232
2489	13122	13227
2490	13128	13223
2491	13134	13219
2492	13140	13214
2493	13145	13208
2494	13150	13203
2495	13156	13198
2496	13162	13193
2497	13167	13188
2498	13173	13183
2499	13178	13178
2500	13184	13173
2501	13189	13167
2502	13193	13162
2503	13199	13157
2504	13204	13152
2505	13210	13147
2506	13216	13142
2507	13221	13137
2508	13226	13132
2509	13231	13125
2510	13236	13120
2511	13241	13115
2512	13245	13108
2513	13251	13103
2514	13255	13097
2515	13260	13091
2516	13265	13086
2517	13270	13080
2518	13274	13074
2519	13279	13069
2520	13284	13063
2521	13290	13058
2522	13295	13053
2523	13301	13048
2524	13306	13042
2525	13311	13037
2526	13317	13033
2527	13322	13027
2528	13328	13022
2529	13333	13017
2530	13339	13012
2531	13345	13007
2532	13350	13002
2533	13354	12996
2534	13359	12990
2535	13364	12984
2536	13369	12979
2537	13375	12974
2538	13380	12969
2539	13385	12963
2540	13390	12958
2541	13397	12954
2542	13402	12949
2543	13407	12943
2544	13413	12938
2545	13419	12934
2546	13424	12928
2547	13429	12923
2548	13434	12917
2549	13438	12911
2550	13443	12906
2551	13449	12901
2552	13453	12894
2553	13458	12889
2554	13463	12883
2555	13467	12877
2556	13472	12871
2557	13477	12866
2558	13482	12860
2559	13488	12855
2560	13492	12849
2561	13496	12843
2562	13502	12838
2563	13507	12833
2564	13514	12829
2565	13520	12824
2566	13525	12819
2567	13531	12814
2568	13535	12808
2569	13540	12802
2570	13544	12796
2571	13549	12790
2572	13554	12785
2573	13560	12780
2574	13565	12775
2575	13570	12770
2576	13575	12763
2577	13580	12758
2578	13584	12752
2579	13589	12746
2580	13593	12740
2581	13598	12734
2582	13603	12729
2583	13608	12723
2584	13612	12717
2585	13617	12711
2586	13622	12706
2587	13628	12701
2588	13632	12695
2589	13637	12689
2590	13643	12685
2591	13649	12680
2592	13654	12674
2593	13658	12668
2594	13663	12662
2595	13667	12657
2596	13672	12651
2597	13677	12645
2598	13681	12639
2599	13686	12633
2600	13691	12628
2601	13697	12623
2602	13702	12618
2603	13707	12612
2604	13713	12607
2605	13718	12602
2606	13724	12597
2607	13729	12592
2608	13735	12587
2609	13740	12582
2610	13746	12577
2611	13751	12572
2612	13755	12566
2613	13761	12561
2614	13765	12554
2615	13770	12549
2616	13773	12542
2617	13777	12535
2618	13782	12530
2619	13787	12524
2620	13792	12519
2621	13798	12514
2622	13803	12508
2623	13808	12503
2624	13813	12497
2625	13817	12491
2626	13822	12486
2627	13828	12481
2628	13833	12476
2629	13838	12470
2630	13844	12465
2631	13849	12460
2632	13855	12455
2633	13860	12449
2634	13865	12444
2635	13870	12439
2636	13875	12433
2637	13880	12428
2638	13884	12422
2639	13890	12417
2640	13894	12411
2641	13900	12405
2642	13904	12400
2643	13909	12394
2644	13914	12388
2645	13918	12382
2646	13923	12377
2647	13927	12371
2648	13933	12365
2649	13939	12361
2650	13944	12355
2651	13949	12350
2652	13954	12345
2653	13959	12339
2654	13965	12334
2655	13970	12329
2656	13975	12324
2657	13981	12319
2658	13988	12315
2659	13993	12310
2660	13999	12305
2661	14005	12300
2662	14012	12296
2663	14017	12291
2664	14024	12287
2665	14029	12282
2666	14034	12276
2667	14039	12271
2668	14044	12266
2669	14048	12259
2670	14052	12253
2671	14057	12247
2672	14062	12242
2673	14067	12236
2674	14073	12232
2675	14078	12226
2676	14082	12220
2677	14088	12215
2678	14093	12210
2679	14099	12205
2680	14104	12199
2681	14110	12195
2682	14115	12189
2683	14120	12184
2684	14126	12180
2685	14132	12175
2686	14137	12169
2687	14143	12165
2688	14148	12159
2689	14154	12154
2690	14159	12149
2691	14164	12144
2692	14169	12138
2693	14174	12133
2694	14180	12128
2695	14184	12122
2696	14190	12117
2697	14195	12112
2698	14201	12107
2699	14207	12102
2700	14211	12096
2701	14217	12091
2702	14222	12086
2703	14227	12081
2704	14233	12076
2705	14238	12070
2706	14244	12065
2707	14250	12060
2708	14255	12055
2709	14260	12050
2710	14264	12044
2711	14269	12038
2712	14273	12032
2713	14278	12026
2714	14283	12021
2715	14289	12016
2716	14294	12011
2717	14300	12006
2718	14304	12000
2719	14310	11995
2720	14315	11990
2721	14321	11985
2722	14326	11980
2723	14331	11974
2724	14337	11970
2725	14344	11966
2726	14349	11960
2727	14355	11955
2728	14362	11951
2729	14368	11947
2730	14373	11941
2731	14379	11937
2732	14386	11933
2733	14393	11929
2734	14399	11924
2735	14403	11918
2736	14409	11913
2737	14413	11908
2738	14419	11902
2739	14425	11898
2740	14430	11893
2741	14439	11891
2742	14444	11885
2743	14449	11879
2744	14454	11874
2745	14460	11869
2746	14466	11864
2747	14471	11859
2748	14477	11854
2749	14482	11849
2750	14488	11844
2751	14493	11838
2752	14498	11834
2753	14505	11829
2754	14511	11825
2755	14515	11819
2756	14520	11813
2757	14525	11807
2758	14530	11802
2759	14535	11797
2760	14540	11791
2761	14545	11786
2762	14550	11780
2763	14557	11776
2764	14561	11770
2765	14566	11764
2766	14571	11759
2767	14576	11753
2768	14581	11748
2769	14586	11743
2770	14593	11739
2771	14599	11734
2772	14605	11729
2773	14611	11725
2774	14617	11719
2775	14623	11715
2776	14629	11710
2777	14634	11705
2778	14640	11700
2779	14644	11694
2780	14650	11690
2781	14656	11685
2782	14662	11680
2783	14668	11675
2784	14672	11669
2785	14677	11664
2786	14683	11659
2787	14688	11653
2788	14694	11648
2789	14699	11643
2790	14705	11638
2791	14710	11633
2792	14716	11628
2793	14721	11623
2794	14726	11618
2795	14732	11613
2796	14739	11608
2797	14744	11603
2798	14749	11598
2799	14754	11593
2800	14760	11588
2801	14765	11582
2802	14771	11577
2803	14776	11572
2804	14781	11567
2805	14787	11562
2806	14793	11557
2807	14798	11552
2808	14803	11546
2809	14808	11541
2810	14812	11534
2811	14819	11530
2812	14824	11525
2813	14829	11520
2814	14834	11514
2815	14839	11508
2816	14844	11503
2817	14848	11497
2818	14852	11491
2819	14857	11485
2820	14862	11479
2821	14866	11474
2822	14871	11468
2823	14877	11463
2824	14881	11457
2825	14886	11451
2826	14891	11446
2827	14896	11440
2828	14901	11435
2829	14906	11430
2830	14911	11424
2831	14916	11418
2832	14920	11413
2833	14925	11407
2834	14930	11401
2835	14935	11396
2836	14939	11390
2837	14944	11384
2838	14949	11379
2839	14954	11373
2840	14959	11368
2841	14963	11362
2842	14969	11357
2843	14974	11351
2844	14978	11346
2845	14983	11340
2846	14988	11335
2847	14994	11330
2848	14999	11324
2849	15004	11319
2850	15010	11314
2851	15015	11308
2852	15019	11303
2853	15024	11297
2854	15029	11291
2855	15034	11286
2856	15038	11280
2857	15045	11276
2858	15050	11270
2859	15055	11264
2860	15059	11259
2861	15065	11254
2862	15070	11248
2863	15075	11243
2864	15079	11237
2865	15084	11231
2866	15089	11226
2867	15094	11220
2868	15100	11216
2869	15105	11210
2870	15110	11205
2871	15115	11199
2872	15119	11193
2873	15123	11187
2874	15128	11182
2875	15134	11177
2876	15139	11172
2877	15145	11167
2878	15150	11161
2879	15155	11156
2880	15160	11150
2881	15164	11144
2882	15169	11138
2883	15174	11133
2884	15180	11128
2885	15184	11122
2886	15189	11117
2887	15194	11111
2888	15199	11106
2889	15205	11101
2890	15210	11096
2891	15215	11090
2892	15220	11084
2893	15224	11079
2894	15229	11073
2895	15233	11067
2896	15238	11062
2897	15244	11056
2898	15249	11051
2899	15254	11046
2900	15259	11041
2901	15265	11035
2902	15270	11030
2903	15274	11024
2904	15279	11018
2905	15284	11013
2906	15288	11007
2907	15294	11002
2908	15299	10997
2909	15303	10991
2910	15308	10985
2911	15313	10980
2912	15318	10974
2913	15324	10969
2914	15329	10964
2915	15335	10959
2916	15339	10953
2917	15343	10947
2918	15348	10942
2919	15352	10936
2920	15358	10931
2921	15363	10926
2922	15368	10920
2923	15373	10914
2924	15378	10909
2925	15383	10904
2926	15388	10898
2927	15394	10894
2928	15400	10888
2929	15405	10883
2930	15410	10878
2931	15415	10872
2932	15420	10867
2933	15424	10861
2934	15431	10857
2935	15435	10850
2936	15439	10845
2937	15444	10839
2938	15449	10834
2939	15453	10828
2940	15458	10822
2941	15464	10817
2942	15470	10812
2943	15475	10807
2944	15479	10801
2945	15484	10796
2946	15489	10790
2947	15493	10784
2948	15498	10779
2949	15502	10773
2950	15507	10767
2951	15513	10762
2952	15518	10757
2953	15523	10751
2954	15527	10745
2955	15531	10739
2956	15536	10734
2957	15541	10728
2958	15546	10723
2959	15551	10717
2960	15557	10712
2961	15562	10707
2962	15567	10701
2963	15572	10696
2964	15577	10691
2965	15582	10686
2966	15587	10680
2967	15592	10675
2968	15599	10670
2969	15604	10665
2970	15609	10660
2971	15614	10654
2972	15618	10649
2973	15623	10643
2974	15628	10637
2975	15632	10632
2976	15637	10626
2977	15644	10622
2978	15651	10617
2979	15655	10612
2980	15661	10607
2981	15666	10601
2982	15671	10596
2983	15677	10591
2984	15682	10586
2985	15686	10580
2986	15692	10575
2987	15696	10569
2988	15701	10564
2989	15706	10558
2990	15712	10553
2991	15717	10548
2992	15722	10542
2993	15726	10537
2994	15731	10531
2995	15736	10525
2996	15741	10520
2997	15746	10515
2998	15750	10509
2999	15755	10503
3000	15760	10498
3001	15764	10492
3002	15769	10486
3003	15774	10481
3004	15779	10475
3005	15784	10470
3006	15788	10464
3007	15793	10459
3008	15798	10453
3009	15803	10448
3010	15809	10443
3011	15814	10438
3012	15819	10432
3013	15824	10426
3014	15829	10421
3015	15835	10416
3016	15839	10410
3017	15844	10405
3018	15850	10400
3019	15855	10395
3020	15860	10390
3021	15865	10384
3022	15870	10379
3023	15876	10374
3024	15880	10368
3025	15884	10362
3026	15889	10356
3027	15893	10350
3028	15898	10345
3029	15903	10339
3030	15909	10334
3031	15914	10330
3032	15920	10324
3033	15924	10318
3034	15928	10312
3035	15933	10307
3036	15938	10301
3037	15943	10296
3038	15948	10291
3039	15954	10286
3040	15959	10281
3041	15964	10275
3042	15969	10270
3043	15975	10265
3044	15980	10260
3045	15985	10254
3046	15990	10249
3047	15995	10243
3048	15999	10238
3049	16005	10232
3050	16011	10228
3051	16015	10222
3052	16020	10216
3053	16025	10211
3054	16031	10206
3055	16036	10201
3056	16040	10195
3057	16045	10189
3058	16050	10184
3059	16054	10178
3060	16059	10173
3061	16064	10167
3062	16069	10162
3063	16073	10156
3064	16078	10150
3065	16084	10146
3066	16090	10140
3067	16094	10135
3068	16100	10130
3069	16105	10125
3070	16110	10119
3071	16115	10113
3072	16119	10108
3073	16124	10102
3074	16128	10096
3075	16134	10091
3076	16139	10086
3077	16142	10080
3078	16147	10074
3079	16152	10068
3080	16157	10063
3081	16162	10058
3082	16166	10052
3083	16172	10047
3084	16176	10041
3085	16181	10036
3086	16186	10030
3087	16191	10025
3088	16195	10019
3089	16200	10014
3090	16204	10008
3091	16210	10003
3092	16215	9997
3093	16220	9992
3094	16225	9986
3095	16230	9981
3096	16235	9976
3097	16240	9970
3098	16245	9965
3099	16250	9959
3100	16255	9954
3101	16259	9948
3102	16265	9943
3103	16269	9937
3104	16273	9931
3105	16277	9926
3106	16282	9920
3107	16287	9915
3108	16292	9909
3109	16298	9904
3110	16303	9899
3111	16308	9893
3112	16313	9888
3113	16317	9882
3114	16322	9877
3115	16327	9871
3116	16331	9866
3117	16336	9860
3118	16341	9854
3119	16346	9849
3120	16351	9844
3121	16357	9839
3122	16362	9834
3123	16368	9829
3124	16374	9824
3125	16379	9819
3126	16384	9813
3127	16389	9808
3128	16394	9803
3129	16399	9797
3130	16403	9791
3131	16408	9786
3132	16413	9780
3133	16419	9775
3134	16423	9770
3135	16428	9764
3136	16433	9759
3137	16439	9754
3138	16444	9749
3139	16449	9744
3140	16453	9738
3141	16458	9732
3142	16463	9727
3143	16468	9721
3144	16473	9716
3145	16477	9710
3146	16481	9704
3147	16486	9699
3148	16492	9694
3149	16497	9689
3150	16503	9684
3151	16510	9679
3152	16515	9674
3153	16521	9669
3154	16526	9664
3155	16532	9659
3156	16537	9654
3157	16542	9648
3158	16547	9643
3159	16552	9638
3160	16556	9632
3161	16561	9627
3162	16566	9621
3163	16572	9616
3164	16577	9610
3165	16582	9605
3166	16586	9600
3167	16592	9594
3168	16596	9589
3169	16601	9584
3170	16606	9578
3171	16610	9572
3172	16615	9567
3173	16620	9561
3174	16625	9556
3175	16630	9551
3176	16635	9545
3177	16640	9540
3178	16645	9534
3179	16650	9529
3180	16654	9523
3181	16660	9518
3182	16665	9513
3183	16671	9508
3184	16676	9503
3185	16683	9498
3186	16688	9493
3187	16692	9487
3188	16697	9482
3189	16701	9476
3190	16705	9470
3191	16710	9464
3192	16715	9459
3193	16719	9453
3194	16724	9448
3195	16729	9442
3196	16734	9437
3197	16739	9432
3198	16743	9426
3199	16748	9421
3200	16753	9415
3201	16758	9410
3202	16763	9405
3203	16768	9399
3204	16772	9393
3205	16777	9388
3206	16782	9382
3207	16786	9377
3208	16792	9372
3209	16797	9366
3210	16802	9361
3211	16807	9355
3212	16811	9350
3213	16816	9344
3214	16821	9339
3215	16825	9333
3216	16830	9328
3217	16836	9323
3218	16841	9317
3219	16846	9312
3220	16850	9306
3221	16855	9301
3222	16861	9296
3223	16865	9290
3224	16872	9286
3225	16877	9281
3226	16882	9275
3227	16888	9270
3228	16892	9265
3229	16897	9259
3230	16901	9253
3231	16907	9248
3232	16911	9242
3233	16916	9237
3234	16921	9232
3235	16925	9226
3236	16930	9221
3237	16935	9215
