iter	Passed	Remaining
867	4727	22503
868	4732	22496
869	4737	22490
870	4742	22479
871	4746	22471
872	4751	22461
873	4756	22456
874	4761	22446
875	4766	22438
876	4770	22428
877	4776	22422
878	4781	22416
879	4785	22405
880	4790	22398
881	4795	22389
882	4800	22384
883	4805	22373
884	4809	22361
885	4814	22355
886	4819	22349
887	4825	22345
888	4829	22334
889	4834	22324
890	4840	22324
891	4845	22315
892	4850	22307
893	4854	22296
894	4859	22287
895	4864	22280
896	4869	22272
897	4874	22264
898	4878	22254
899	4883	22248
900	4888	22240
901	4893	22232
902	4898	22222
903	4902	22211
904	4907	22207
905	4914	22205
906	4919	22198
907	4923	22190
908	4929	22183
909	4934	22176
910	4939	22171
911	4943	22159
912	4948	22153
913	4954	22147
914	4958	22139
915	4963	22130
916	4968	22123
917	4974	22118
918	4979	22110
919	4984	22105
920	4989	22099
921	4996	22097
922	5002	22095
923	5007	22088
924	5012	22082
925	5017	22075
926	5023	22071
927	5028	22065
928	5034	22060
929	5039	22055
930	5045	22050
931	5050	22043
932	5054	22034
933	5059	22027
934	5065	22021
935	5069	22011
936	5073	22001
937	5078	21991
938	5082	21982
939	5087	21971
940	5092	21965
941	5097	21959
942	5103	21956
943	5109	21952
944	5114	21945
945	5118	21936
946	5123	21928
947	5128	21919
948	5132	21909
949	5138	21907
950	5144	21902
951	5149	21896
952	5154	21888
953	5159	21881
954	5163	21872
955	5168	21865
956	5174	21860
957	5179	21854
958	5184	21847
959	5189	21841
960	5195	21834
961	5199	21826
962	5204	21818
963	5210	21814
964	5215	21807
965	5220	21800
966	5224	21790
967	5229	21784
968	5235	21777
969	5239	21769
970	5245	21765
971	5251	21762
972	5256	21756
973	5261	21747
974	5267	21744
975	5272	21736
976	5277	21730
977	5282	21725
978	5288	21719
979	5293	21713
980	5298	21706
981	5302	21697
982	5308	21693
983	5313	21687
984	5318	21677
985	5323	21670
986	5327	21660
987	5332	21652
988	5337	21645
989	5342	21639
990	5347	21634
991	5351	21623
992	5357	21618
993	5361	21609
994	5367	21603
995	5372	21596
996	5376	21586
997	5380	21577
998	5385	21570
999	5390	21561
1000	5394	21552
1001	5400	21546
1002	5404	21535
1003	5409	21528
1004	5413	21519
1005	5418	21512
1006	5423	21504
1007	5428	21498
1008	5434	21495
1009	5439	21488
1010	5444	21482
1011	5449	21476
1012	5454	21469
1013	5460	21465
1014	5465	21457
1015	5470	21449
1016	5474	21442
1017	5480	21436
1018	5485	21430
1019	5491	21426
1020	5496	21420
1021	5501	21413
1022	5506	21405
1023	5510	21397
1024	5516	21391
1025	5522	21390
1026	5527	21383
1027	5532	21377
1028	5537	21369
1029	5541	21358
1030	5546	21351
1031	5551	21343
1032	5556	21337
1033	5560	21328
1034	5565	21322
1035	5570	21314
1036	5576	21310
1037	5581	21303
1038	5585	21294
1039	5591	21289
1040	5596	21282
1041	5601	21278
1042	5608	21277
1043	5612	21268
1044	5618	21263
1045	5623	21258
1046	5628	21251
1047	5633	21243
1048	5638	21238
1049	5644	21235
1050	5649	21228
1051	5655	21224
1052	5661	21221
1053	5666	21216
1054	5672	21211
1055	5678	21207
1056	5682	21198
1057	5688	21195
1058	5693	21188
1059	5699	21184
1060	5704	21176
1061	5708	21167
1062	5713	21159
1063	5717	21149
1064	5722	21141
1065	5727	21137
1066	5731	21126
1067	5736	21119
1068	5741	21111
1069	5746	21104
1070	5750	21097
1071	5756	21091
1072	5761	21085
1073	5766	21079
1074	5771	21071
1075	5776	21065
1076	5781	21057
1077	5785	21049
1078	5791	21044
1079	5796	21039
1080	5801	21033
1081	5807	21029
1082	5812	21023
1083	5818	21018
1084	5824	21015
1085	5830	21014
1086	5836	21008
1087	5841	21003
1088	5845	20993
1089	5850	20988
1090	5855	20981
1091	5860	20973
1092	5865	20966
1093	5868	20954
1094	5874	20948
1095	5880	20945
1096	5885	20939
1097	5890	20934
1098	5896	20928
1099	5901	20921
1100	5906	20915
1101	5910	20906
1102	5916	20904
1103	5923	20902
1104	5928	20895
1105	5933	20890
1106	5938	20883
1107	5942	20873
1108	5947	20866
1109	5952	20858
1110	5956	20851
1111	5961	20844
1112	5966	20835
1113	5971	20831
1114	5977	20827
1115	5982	20821
1116	5986	20812
1117	5992	20808
1118	5997	20802
1119	6003	20796
1120	6007	20786
1121	6012	20779
1122	6016	20771
1123	6020	20762
1124	6025	20754
1125	6030	20748
1126	6036	20744
1127	6042	20740
1128	6047	20735
1129	6051	20725
1130	6057	20722
1131	6062	20714
1132	6067	20708
1133	6072	20700
1134	6077	20694
1135	6081	20685
1136	6086	20677
1137	6090	20670
1138	6096	20664
1139	6101	20657
1140	6105	20649
1141	6110	20644
1142	6116	20641
1143	6122	20636
1144	6127	20629
1145	6131	20620
1146	6137	20615
1147	6141	20608
1148	6146	20601
1149	6151	20595
1150	6157	20592
1151	6162	20584
1152	6167	20578
1153	6171	20569
1154	6176	20561
1155	6181	20555
1156	6186	20547
1157	6190	20539
1158	6195	20533
1159	6199	20524
1160	6204	20515
1161	6208	20507
1162	6213	20500
1163	6219	20495
1164	6223	20488
1165	6229	20483
1166	6234	20476
1167	6238	20468
1168	6244	20463
1169	6249	20456
1170	6254	20451
1171	6259	20444
1172	6264	20437
1173	6269	20431
1174	6273	20423
1175	6279	20417
1176	6283	20409
1177	6289	20406
1178	6294	20400
1179	6299	20394
1180	6305	20390
1181	6310	20384
1182	6316	20381
1183	6322	20376
1184	6327	20370
1185	6333	20367
1186	6338	20361
1187	6344	20357
1188	6350	20353
1189	6355	20346
1190	6360	20340
1191	6365	20335
1192	6370	20329
1193	6376	20326
1194	6381	20320
1195	6386	20312
1196	6392	20309
1197	6397	20304
1198	6402	20297
1199	6407	20291
1200	6413	20286
1201	6417	20279
1202	6423	20273
1203	6428	20267
1204	6433	20262
1205	6438	20256
1206	6444	20252
1207	6448	20242
1208	6454	20239
1209	6459	20231
1210	6464	20224
1211	6469	20218
1212	6474	20214
1213	6480	20211
1214	6485	20202
1215	6491	20199
1216	6496	20194
1217	6501	20188
1218	6507	20184
1219	6511	20176
1220	6518	20174
1221	6523	20169
1222	6528	20162
1223	6533	20155
1224	6538	20150
1225	6543	20144
1226	6548	20137
1227	6555	20134
1228	6560	20130
1229	6565	20124
1230	6571	20119
1231	6576	20114
1232	6582	20110
1233	6588	20108
1234	6593	20099
1235	6598	20093
1236	6603	20087
1237	6608	20080
1238	6613	20074
1239	6618	20067
1240	6623	20062
1241	6630	20061
1242	6635	20055
1243	6640	20049
1244	6646	20046
1245	6652	20042
1246	6657	20037
1247	6662	20031
1248	6668	20027
1249	6674	20022
1250	6679	20016
1251	6684	20010
1252	6689	20005
1253	6695	20001
1254	6700	19994
1255	6705	19989
1256	6711	19983
1257	6716	19977
1258	6721	19972
1259	6726	19966
1260	6731	19959
1261	6738	19957
1262	6744	19957
1263	6750	19953
1264	6755	19947
1265	6761	19941
1266	6767	19939
1267	6774	19938
1268	6780	19936
1269	6787	19934
1270	6792	19928
1271	6798	19925
1272	6804	19920
1273	6808	19913
1274	6813	19906
1275	6819	19903
1276	6824	19896
1277	6829	19891
1278	6834	19883
1279	6839	19876
1280	6843	19869
1281	6848	19862
1282	6853	19856
1283	6859	19851
1284	6864	19845
1285	6869	19839
1286	6874	19833
1287	6880	19830
1288	6886	19826
1289	6891	19820
1290	6897	19817
1291	6903	19813
1292	6909	19808
1293	6914	19803
1294	6919	19795
1295	6924	19790
1296	6929	19783
1297	6935	19781
1298	6941	19778
1299	6947	19774
1300	6953	19769
1301	6956	19759
1302	6962	19753
1303	6968	19751
1304	6974	19746
1305	6979	19741
1306	6984	19734
1307	6989	19728
1308	6994	19721
1309	6999	19716
1310	7005	19712
1311	7011	19708
1312	7017	19705
1313	7022	19700
1314	7028	19695
1315	7033	19689
1316	7038	19684
1317	7046	19684
1318	7051	19679
1319	7057	19675
1320	7063	19670
1321	7068	19666
1322	7074	19662
1323	7080	19658
1324	7085	19652
1325	7091	19648
1326	7095	19640
1327	7101	19635
1328	7107	19631
1329	7112	19626
1330	7118	19622
1331	7123	19615
1332	7127	19608
1333	7133	19602
1334	7137	19595
1335	7143	19589
1336	7148	19583
1337	7153	19579
1338	7159	19574
1339	7164	19567
1340	7169	19563
1341	7174	19557
1342	7180	19553
1343	7186	19548
1344	7191	19542
1345	7196	19536
1346	7201	19530
1347	7206	19524
1348	7211	19518
1349	7216	19511
1350	7221	19505
1351	7226	19499
1352	7231	19492
1353	7236	19485
1354	7241	19478
1355	7246	19473
1356	7251	19468
1357	7257	19464
1358	7263	19460
1359	7268	19454
1360	7274	19449
1361	7278	19441
1362	7284	19437
1363	7289	19432
1364	7294	19424
1365	7299	19419
1366	7305	19415
1367	7310	19409
1368	7315	19403
1369	7321	19398
1370	7325	19391
1371	7331	19385
1372	7336	19381
1373	7342	19376
1374	7347	19370
1375	7353	19366
1376	7357	19357
1377	7363	19353
1378	7368	19347
1379	7374	19343
1380	7378	19335
1381	7384	19331
1382	7390	19328
1383	7395	19321
1384	7400	19316
1385	7405	19310
1386	7410	19303
1387	7413	19293
1388	7418	19287
1389	7423	19280
1390	7428	19273
1391	7432	19265
1392	7438	19259
1393	7443	19255
1394	7449	19251
1395	7454	19245
1396	7459	19238
1397	7464	19232
1398	7469	19226
1399	7475	19221
1400	7480	19216
1401	7486	19212
1402	7491	19205
1403	7495	19197
1404	7501	19194
1405	7507	19191
1406	7513	19186
1407	7518	19180
1408	7524	19175
1409	7529	19171
1410	7535	19165
1411	7539	19159
1412	7545	19153
1413	7550	19148
1414	7555	19142
1415	7561	19138
1416	7566	19131
1417	7570	19124
1418	7576	19120
1419	7581	19112
1420	7585	19106
1421	7590	19099
1422	7595	19093
1423	7600	19087
1424	7605	19081
1425	7610	19075
1426	7615	19068
1427	7620	19062
1428	7626	19058
1429	7631	19051
1430	7636	19046
1431	7641	19040
1432	7646	19033
1433	7651	19028
1434	7657	19022
1435	7663	19018
1436	7667	19011
1437	7672	19005
1438	7677	18999
1439	7681	18991
1440	7686	18982
1441	7691	18977
1442	7696	18971
1443	7701	18965
1444	7706	18959
1445	7710	18951
1446	7715	18945
1447	7722	18942
1448	7726	18935
1449	7730	18927
1450	7736	18921
1451	7741	18916
1452	7747	18912
1453	7752	18906
1454	7756	18898
1455	7761	18892
1456	7767	18888
1457	7773	18883
1458	7778	18878
1459	7783	18872
1460	7789	18867
1461	7792	18858
1462	7798	18852
1463	7803	18847
1464	7807	18838
1465	7812	18833
1466	7816	18825
1467	7821	18819
1468	7826	18811
1469	7830	18804
1470	7834	18795
1471	7839	18790
1472	7843	18781
1473	7849	18776
1474	7853	18768
1475	7858	18761
1476	7864	18757
1477	7869	18752
1478	7875	18748
1479	7881	18744
1480	7886	18739
1481	7891	18732
1482	7896	18727
1483	7901	18721
1484	7906	18715
1485	7911	18708
1486	7916	18702
1487	7921	18695
1488	7925	18689
1489	7931	18683
1490	7935	18676
1491	7941	18672
1492	7946	18666
1493	7951	18659
1494	7955	18651
1495	7960	18646
1496	7966	18640
1497	7970	18633
1498	7976	18630
1499	7982	18625
1500	7987	18619
1501	7992	18614
1502	7998	18610
1503	8003	18603
1504	8008	18598
1505	8014	18594
1506	8020	18589
1507	8025	18584
1508	8031	18580
1509	8038	18578
1510	8043	18572
1511	8049	18570
1512	8055	18564
1513	8060	18560
1514	8066	18555
1515	8070	18547
1516	8076	18542
1517	8081	18536
1518	8086	18532
1519	8091	18526
1520	8097	18521
1521	8102	18515
1522	8107	18509
1523	8112	18502
1524	8117	18496
1525	8121	18489
1526	8126	18483
1527	8130	18475
1528	8136	18470
1529	8141	18464
1530	8146	18458
1531	8150	18450
1532	8156	18445
1533	8160	18438
1534	8165	18432
1535	8171	18427
1536	8176	18421
1537	8181	18417
1538	8188	18414
1539	8193	18408
1540	8198	18401
1541	8203	18396
1542	8207	18388
1543	8212	18381
1544	8216	18375
1545	8221	18369
1546	8226	18362
1547	8231	18355
1548	8237	18351
1549	8243	18347
1550	8249	18343
1551	8253	18337
1552	8259	18333
1553	8264	18326
1554	8270	18323
1555	8275	18316
1556	8280	18310
1557	8285	18303
1558	8289	18297
1559	8294	18290
1560	8299	18285
1561	8304	18278
1562	8309	18272
1563	8314	18266
1564	8319	18259
1565	8324	18254
1566	8329	18247
1567	8334	18241
1568	8339	18235
1569	8344	18229
1570	8349	18224
1571	8353	18216
1572	8358	18210
1573	8363	18205
1574	8369	18199
1575	8373	18192
1576	8378	18185
1577	8383	18179
1578	8388	18173
1579	8392	18166
1580	8397	18160
1581	8403	18156
1582	8408	18150
1583	8414	18145
1584	8419	18139
1585	8424	18134
1586	8429	18129
1587	8435	18125
1588	8440	18118
1589	8445	18111
1590	8449	18104
1591	8455	18100
1592	8459	18092
1593	8465	18089
1594	8471	18085
1595	8476	18078
1596	8480	18071
1597	8485	18064
1598	8490	18057
1599	8494	18050
1600	8499	18043
1601	8504	18039
1602	8509	18032
1603	8514	18026
1604	8519	18021
1605	8524	18015
1606	8530	18010
1607	8535	18004
1608	8540	17998
1609	8545	17993
1610	8550	17987
1611	8556	17982
1612	8561	17978
1613	8566	17972
1614	8571	17966
1615	8577	17960
1616	8582	17955
1617	8587	17950
1618	8593	17945
1619	8598	17940
1620	8603	17933
1621	8608	17928
1622	8613	17922
1623	8617	17914
1624	8622	17908
1625	8628	17903
1626	8632	17895
1627	8637	17890
1628	8642	17884
1629	8647	17879
1630	8652	17871
1631	8657	17866
1632	8662	17860
1633	8667	17855
1634	8672	17848
1635	8677	17842
1636	8682	17837
1637	8687	17831
1638	8692	17824
1639	8697	17819
1640	8701	17811
1641	8706	17804
1642	8711	17799
1643	8717	17794
1644	8722	17790
1645	8728	17785
1646	8733	17779
1647	8738	17774
1648	8743	17768
1649	8748	17761
1650	8752	17754
1651	8757	17748
1652	8763	17743
1653	8767	17737
1654	8772	17730
1655	8776	17723
1656	8781	17716
1657	8786	17711
1658	8791	17703
1659	8795	17697
1660	8800	17691
1661	8805	17685
1662	8810	17679
1663	8817	17677
1664	8824	17675
1665	8830	17672
1666	8835	17666
1667	8841	17660
1668	8846	17654
1669	8851	17649
1670	8856	17644
1671	8860	17636
1672	8865	17631
1673	8871	17625
1674	8875	17619
1675	8881	17613
1676	8885	17606
1677	8890	17600
1678	8895	17594
1679	8899	17587
1680	8904	17581
1681	8910	17577
1682	8915	17571
1683	8920	17564
