iter	RMSE
568	0.6257318151
569	0.6256900736
570	0.6256517373
571	0.6256097379
572	0.6255588935
573	0.6255188697
574	0.6254656402
575	0.6254164656
576	0.6253798773
577	0.6253495467
578	0.6253104728
579	0.6252900769
580	0.6252409338
581	0.6251999312
582	0.6251579552
583	0.6251199097
584	0.6250709537
585	0.6250235501
586	0.6249895332
587	0.6249402226
588	0.6248865008
589	0.6248513751
590	0.6248135005
591	0.624783134
592	0.6247520674
593	0.6247008778
594	0.6246779997
595	0.6246259626
596	0.6245785861
597	0.6245265837
598	0.6244730902
599	0.6244382361
600	0.6244027321
601	0.6243898091
602	0.6243487967
603	0.6243069597
604	0.6242826578
605	0.6242454963
606	0.624205635
607	0.6241652612
608	0.624122482
609	0.624090639
610	0.6240393635
611	0.624017846
612	0.6239784233
613	0.6239332292
614	0.6238957362
615	0.6238463149
616	0.6238061065
617	0.623777289
618	0.6237396315
619	0.6236912397
620	0.6236632796
621	0.6236343039
622	0.6235959113
623	0.6235718248
624	0.6235357358
625	0.6235043846
626	0.6234741154
627	0.6234199627
628	0.6233904048
629	0.6233711752
630	0.6233239231
631	0.6232742834
632	0.6232395897
633	0.6232059859
634	0.6231716188
635	0.6231418402
636	0.6231129765
637	0.6230844139
638	0.6230293865
639	0.6229910188
640	0.6229659361
641	0.6229374432
642	0.6229096653
643	0.6228940641
644	0.6228638162
645	0.6228357023
646	0.6228051933
647	0.6227702476
648	0.6227383141
649	0.6227120904
650	0.6226869297
651	0.6226547571
652	0.622620394
653	0.6225753388
654	0.6225306567
655	0.6224901341
656	0.6224495062
657	0.6224201275
658	0.622390151
659	0.6223702122
660	0.6223352169
661	0.6223007062
662	0.6222497233
663	0.6222201885
664	0.6221865464
665	0.6221593155
666	0.6221194134
667	0.6221008446
668	0.6220761627
669	0.6220486182
670	0.6220277276
671	0.6219809052
672	0.6219458122
673	0.6219121373
674	0.6218897153
675	0.6218637714
676	0.6218352385
677	0.6218052018
678	0.6217781133
679	0.6217566058
680	0.6217295249
681	0.6217051511
682	0.6216807763
683	0.6216528058
684	0.6215997044
685	0.6215548401
686	0.6215106331
687	0.6214698314
688	0.621448304
689	0.6214208109
690	0.6213962908
691	0.6213613043
692	0.6213359555
693	0.621305991
694	0.6212697812
695	0.6212494564
696	0.621226319
697	0.621201623
698	0.6211736788
699	0.6211531181
700	0.621123858
701	0.6210911546
702	0.6210679717
703	0.6210387246
704	0.6210157226
705	0.6209786218
706	0.6209441757
707	0.6209211492
708	0.6208948167
709	0.6208730883
710	0.6208568028
711	0.6208342635
712	0.6208021134
713	0.6207880921
714	0.6207574765
715	0.6207275705
716	0.6207119122
717	0.6206900599
718	0.6206679979
719	0.6206448165
720	0.6206219042
721	0.6205978581
722	0.6205670823
723	0.6205323578
724	0.6205069123
725	0.6204852598
726	0.6204677
727	0.6204444826
728	0.6204157859
729	0.6203803561
730	0.6203486105
731	0.6203123073
732	0.6202850385
733	0.6202582173
734	0.6202258694
735	0.6201874088
736	0.6201677899
737	0.6201515872
738	0.6201240911
739	0.6200908069
740	0.6200784075
741	0.6200647483
742	0.6200359628
743	0.6200237333
744	0.6199983434
745	0.6199663323
746	0.6199296016
747	0.6199126372
748	0.6198914018
749	0.6198716006
750	0.6198396969
751	0.6198011135
752	0.6197723914
753	0.6197533987
754	0.6197362336
755	0.61969554
756	0.6196739094
757	0.6196499007
758	0.6196267484
759	0.619597556
760	0.6195767983
761	0.6195561478
762	0.6195346621
763	0.6195084973
764	0.6194888639
765	0.6194557388
766	0.6194351045
767	0.6194107086
768	0.6193960349
769	0.6193736929
770	0.6193477031
771	0.6193353362
772	0.6193159975
773	0.6192960286
774	0.6192803249
775	0.6192634484
776	0.6192407227
777	0.6192160468
778	0.6192032049
779	0.619184767
780	0.6191568539
781	0.6191413425
782	0.6191234145
783	0.6191120304
784	0.6190955076
785	0.6190625606
786	0.6190286946
787	0.6190142845
788	0.6189949195
789	0.6189796533
790	0.6189501155
791	0.6189207614
792	0.6189013249
793	0.6188853102
794	0.6188657928
795	0.6188527101
796	0.6188216037
797	0.6188013279
798	0.6187788895
799	0.6187590246
800	0.6187454023
801	0.6187234266
802	0.6187021456
803	0.6186904103
804	0.6186701169
805	0.6186459005
806	0.6186268369
807	0.6186150448
808	0.6185944675
809	0.6185810452
810	0.6185572317
811	0.618541528
812	0.6185243544
813	0.6184922556
814	0.6184856764
815	0.6184671849
816	0.6184545595
817	0.6184259397
818	0.618409743
819	0.6183899913
820	0.6183711684
821	0.6183571295
822	0.61833111
823	0.6183052119
824	0.6182799429
825	0.6182668137
826	0.6182444815
827	0.6182184654
828	0.6181938216
829	0.6181769406
830	0.6181574303
831	0.6181349993
832	0.6181114686
833	0.6180771351
834	0.6180572143
835	0.6180395416
836	0.6180174056
837	0.6179863245
838	0.6179692373
839	0.6179509497
840	0.6179282297
841	0.6179108056
842	0.6178887977
843	0.6178668356
844	0.6178540984
845	0.6178307773
846	0.6178046493
847	0.6177779261
848	0.6177590761
849	0.6177466052
850	0.6177279199
851	0.6177131236
852	0.6176950214
853	0.6176737891
854	0.6176563161
855	0.6176360743
856	0.6176172042
857	0.6175980655
858	0.6175804648
859	0.6175648144
860	0.6175420794
861	0.6175172913
862	0.6174974694
863	0.617473449
864	0.6174428554
865	0.61742932
866	0.6174151798
867	0.6173986415
868	0.6173768022
869	0.6173582988
870	0.6173445017
871	0.6173250331
872	0.6173059956
873	0.6172828361
874	0.6172721931
875	0.6172531282
876	0.6172399929
877	0.6172145604
878	0.6172029843
879	0.617187752
880	0.617175621
881	0.6171596171
882	0.6171355441
883	0.6171253456
884	0.6170926649
885	0.6170732827
886	0.6170595118
887	0.6170330661
888	0.617019135
889	0.6170079211
890	0.6169862842
891	0.6169668875
892	0.616952798
893	0.616935214
894	0.616924748
895	0.6169120693
896	0.6168892059
897	0.6168785175
898	0.6168597291
899	0.6168324409
900	0.6168109997
901	0.6168008493
902	0.6167895662
903	0.6167757435
904	0.6167591236
905	0.6167378306
906	0.6167290825
907	0.6167175352
908	0.616708943
909	0.6166952696
910	0.6166798951
911	0.6166630546
912	0.6166425906
913	0.6166270812
914	0.6166161123
915	0.6165982405
916	0.6165883856
917	0.6165802854
918	0.6165704383
919	0.6165561599
920	0.616547461
921	0.6165357118
922	0.6165269415
923	0.6165079683
924	0.6164983723
925	0.6164825501
926	0.6164740099
927	0.6164684017
928	0.6164513858
929	0.6164421986
930	0.6164254942
931	0.6164135367
932	0.6164019519
933	0.6163911963
934	0.6163799549
935	0.6163654932
936	0.6163525872
937	0.6163411784
938	0.6163287451
939	0.6163172515
940	0.616300263
941	0.6162790421
942	0.6162564204
943	0.6162434193
944	0.6162224342
945	0.6162119797
946	0.616202099
947	0.6161839839
948	0.6161693212
949	0.6161499729
950	0.6161397253
951	0.6161190362
952	0.6160953804
953	0.6160842222
954	0.6160720071
955	0.6160535626
956	0.6160375755
957	0.6160282107
958	0.6160189568
959	0.6160011409
960	0.6159805775
961	0.6159680399
962	0.6159524062
963	0.6159384225
964	0.6159170813
965	0.6158979709
966	0.6158799771
967	0.6158622616
968	0.6158497623
969	0.615824881
970	0.6158080755
971	0.6158004601
972	0.6157843137
973	0.6157755161
974	0.6157606564
975	0.6157479558
976	0.615736767
977	0.6157283138
978	0.6157117356
979	0.6156983753
980	0.6156870953
981	0.6156828815
982	0.6156653023
983	0.6156506948
984	0.6156422159
985	0.6156306321
986	0.6156217713
987	0.6156131769
988	0.6155963227
989	0.6155844414
990	0.6155732927
991	0.6155689626
992	0.6155569261
993	0.6155353181
994	0.6155173521
995	0.6155069601
996	0.6154999001
997	0.6154838292
998	0.6154725484
999	0.6154625296
1000	0.6154531035
1001	0.615443239
1002	0.6154360053
1003	0.6154273782
1004	0.6154124056
1005	0.615399703
1006	0.6153883031
1007	0.6153763098
1008	0.6153671051
1009	0.6153536271
1010	0.6153321837
1011	0.6153143307
1012	0.615304595
1013	0.6152916075
1014	0.6152712063
1015	0.6152583003
1016	0.6152513681
1017	0.6152340561
1018	0.615222335
1019	0.6152050072
1020	0.6151894102
1021	0.615177361
1022	0.6151679698
1023	0.6151588565
1024	0.6151490607
1025	0.615135528
1026	0.6151296981
1027	0.6151112424
1028	0.6150947413
1029	0.6150885438
1030	0.6150771033
1031	0.6150681416
1032	0.6150525166
1033	0.6150366793
1034	0.615027649
1035	0.6150105642
1036	0.6150035969
1037	0.6149905055
1038	0.6149794251
1039	0.6149624887
1040	0.6149535555
1041	0.6149359808
1042	0.6149231389
1043	0.6149192079
1044	0.6149031784
1045	0.614895019
1046	0.6148795945
1047	0.6148728817
1048	0.6148541695
1049	0.6148419753
1050	0.6148329354
1051	0.6148251246
1052	0.6148151479
1053	0.614803231
1054	0.6147878744
1055	0.6147760511
1056	0.6147640269
1057	0.6147477095
1058	0.6147337973
1059	0.6147233705
1060	0.6147170518
1061	0.6147049503
1062	0.61469604
1063	0.6146838142
1064	0.6146732258
1065	0.614663302
1066	0.6146597765
1067	0.6146454807
1068	0.6146355775
1069	0.6146268064
1070	0.6146156454
1071	0.6146041321
1072	0.6145983724
1073	0.614585271
1074	0.6145644278
1075	0.6145521818
1076	0.614542729
1077	0.6145296687
1078	0.614516396
1079	0.6145044952
1080	0.614496094
1081	0.6144831134
1082	0.6144789458
1083	0.6144746012
1084	0.6144628584
1085	0.6144526368
1086	0.6144440567
1087	0.6144323015
1088	0.6144210108
1089	0.6144023222
1090	0.6143911337
1091	0.6143850864
1092	0.6143766426
1093	0.6143713875
1094	0.6143604725
1095	0.6143419323
1096	0.6143279393
1097	0.6143232208
1098	0.6143130852
1099	0.6142957602
1100	0.614274213
1101	0.6142689848
1102	0.6142485541
1103	0.6142414198
1104	0.6142338099
1105	0.6142210099
1106	0.614211214
1107	0.6142053517
1108	0.6141917351
1109	0.6141845504
1110	0.6141713627
1111	0.6141633554
1112	0.6141567276
1113	0.6141446767
1114	0.6141315819
1115	0.6141210289
1116	0.6141146575
1117	0.6141052979
1118	0.6140898811
1119	0.6140793219
1120	0.6140734509
1121	0.6140595109
1122	0.6140502766
1123	0.6140458711
1124	0.6140377447
1125	0.6140202931
1126	0.6140052574
1127	0.6139879932
1128	0.6139787453
1129	0.6139602703
1130	0.6139480011
1131	0.6139371746
1132	0.613930551
1133	0.6139181196
1134	0.6139064544
1135	0.6138987949
1136	0.6138891111
1137	0.6138801318
1138	0.6138718436
1139	0.6138639948
1140	0.6138497224
1141	0.6138394124
1142	0.6138309625
1143	0.6138181004
1144	0.6138127946
1145	0.6138060131
1146	0.6137957389
1147	0.6137883789
1148	0.6137798593
1149	0.6137702938
1150	0.6137552843
1151	0.6137474948
1152	0.6137345419
1153	0.6137288535
1154	0.613722792
1155	0.6137085936
1156	0.6137040442
1157	0.6136986934
1158	0.6136927045
1159	0.6136841147
1160	0.6136768945
1161	0.6136677354
1162	0.6136599278
1163	0.6136502476
1164	0.6136373638
1165	0.6136222459
1166	0.6136104289
1167	0.6135991375
1168	0.6135900418
1169	0.6135735433
1170	0.6135596523
1171	0.6135532981
1172	0.6135443432
1173	0.6135317562
1174	0.6135261847
1175	0.6135140418
1176	0.6135065887
1177	0.6134912952
1178	0.6134837726
1179	0.6134782102
1180	0.6134679902
1181	0.6134574051
1182	0.6134475525
1183	0.6134422562
1184	0.6134328263
1185	0.6134241784
1186	0.613418715
1187	0.6134087807
1188	0.6133989699
1189	0.6133906767
1190	0.6133832504
1191	0.6133720231
1192	0.6133649216
1193	0.6133576415
1194	0.613350596
1195	0.6133358332
1196	0.6133233496
1197	0.6133154958
1198	0.6133086967
1199	0.6132950318
1200	0.6132866185
1201	0.6132769014
1202	0.6132695524
1203	0.6132623486
1204	0.6132520866
1205	0.6132443845
1206	0.6132360288
1207	0.6132311291
1208	0.6132254384
1209	0.613216595
1210	0.6132105896
1211	0.6132041529
1212	0.6131931226
1213	0.6131854784
1214	0.6131799819
1215	0.6131702377
1216	0.6131636036
1217	0.6131568736
1218	0.6131483093
1219	0.6131453147
1220	0.6131369899
1221	0.613123316
1222	0.6131127824
1223	0.6131049665
1224	0.6131005041
1225	0.6130913019
1226	0.6130857509
1227	0.6130771521
1228	0.6130667423
1229	0.6130543565
1230	0.6130455916
1231	0.6130321633
1232	0.6130263002
1233	0.6130159339
1234	0.6130121459
1235	0.6130058392
1236	0.6129987376
1237	0.6129918297
1238	0.6129857394
1239	0.6129807819
1240	0.6129725684
1241	0.612967011
1242	0.6129552933
1243	0.612950534
1244	0.6129419385
1245	0.6129362519
1246	0.6129267134
1247	0.6129185483
1248	0.6129057181
1249	0.6128986496
1250	0.612892518
1251	0.6128822779
1252	0.6128715652
1253	0.6128607167
1254	0.6128553781
1255	0.612847128
1256	0.6128395793
1257	0.6128330276
1258	0.6128230277
1259	0.6128139873
1260	0.6128090211
1261	0.612800114
1262	0.612793462
1263	0.6127845953
1264	0.6127774774
1265	0.6127670596
1266	0.6127634153
1267	0.6127535131
1268	0.6127449492
1269	0.6127328812
1270	0.6127285692
1271	0.6127214572
1272	0.6127123295
1273	0.6127055892
1274	0.6126957096
1275	0.6126891468
1276	0.6126834483
1277	0.6126762108
1278	0.6126711319
1279	0.6126646389
1280	0.612660373
1281	0.6126559858
1282	0.6126508912
1283	0.6126461253
1284	0.6126383368
1285	0.6126307504
1286	0.6126224795
1287	0.6126160238
1288	0.6126114167
1289	0.6126010648
1290	0.612591696
1291	0.6125853514
1292	0.6125744386
1293	0.6125621087
1294	0.6125578606
1295	0.6125480248
1296	0.6125362064
1297	0.6125297662
1298	0.6125184867
1299	0.612511192
1300	0.6125040135
1301	0.6124983176
1302	0.6124906069
1303	0.6124816495
1304	0.6124709499
1305	0.6124658668
1306	0.6124584439
1307	0.6124430677
1308	0.6124356082
1309	0.6124291196
1310	0.6124228002
1311	0.612416562
1312	0.6124035274
1313	0.6123941104
1314	0.6123854094
1315	0.6123763158
1316	0.6123719301
1317	0.6123622795
1318	0.6123567648
1319	0.6123481778
1320	0.6123363962
1321	0.6123285501
1322	0.6123178092
1323	0.612311003
1324	0.6123037715
1325	0.6122983072
1326	0.6122945016
1327	0.6122882831
1328	0.612282786
1329	0.6122731989
1330	0.6122686844
1331	0.612262344
1332	0.6122561718
1333	0.6122508854
1334	0.6122460197
1335	0.6122394461
1336	0.6122345283
1337	0.6122276955
1338	0.612221923
1339	0.6122183838
1340	0.6122130218
1341	0.6122046941
1342	0.6121994909
1343	0.6121917609
1344	0.6121855834
1345	0.6121812259
1346	0.6121754723
1347	0.61216393
1348	0.6121594313
1349	0.6121488866
1350	0.6121417333
1351	0.6121357766
1352	0.6121276135
1353	0.6121210465
1354	0.6121136529
1355	0.6121030162
1356	0.612093428
1357	0.6120806861
1358	0.6120758318
1359	0.6120693905
1360	0.6120643642
1361	0.6120599438
1362	0.6120527797
1363	0.6120460001
1364	0.6120383745
1365	0.6120325896
1366	0.6120249662
1367	0.6120183454
1368	0.61200975
1369	0.6120034572
1370	0.6119986978
1371	0.6119908252
1372	0.611985008
1373	0.6119787509
1374	0.6119742587
1375	0.611969933
1376	0.6119640127
1377	0.611955355
1378	0.6119479603
1379	0.6119388794
1380	0.611930323
1381	0.6119247782
1382	0.6119172217
1383	0.6119145009
1384	0.6119056365
1385	0.6119006408
1386	0.6118965524
1387	0.6118907608
1388	0.6118826431
1389	0.611874011
1390	0.6118714212
1391	0.611864151
1392	0.6118573239
1393	0.6118474977
1394	0.6118416765
1395	0.6118325859
1396	0.6118297755
1397	0.6118218555
1398	0.6118176707
1399	0.6118103376
1400	0.6118044501
1401	0.6117987033
1402	0.6117887347
1403	0.611783414
1404	0.6117728795
1405	0.6117653926
1406	0.6117588169
1407	0.6117530882
1408	0.6117485393
1409	0.6117437396
1410	0.6117361809
1411	0.6117311477
1412	0.6117219671
1413	0.6117170333
1414	0.611709461
1415	0.6117021073
1416	0.6116984443
1417	0.6116948691
1418	0.6116880354
1419	0.6116840982
1420	0.6116790494
1421	0.6116765662
1422	0.6116725883
1423	0.611668859
1424	0.611660094
1425	0.6116515588
1426	0.6116412301
1427	0.6116355929
1428	0.6116314914
1429	0.6116265572
1430	0.6116192756
1431	0.6116056298
1432	0.6116010295
1433	0.611593527
1434	0.6115873719
1435	0.6115790216
1436	0.6115747419
1437	0.6115672188
1438	0.6115609099
1439	0.6115551195
1440	0.6115491651
1441	0.6115448097
1442	0.6115371288
1443	0.6115337595
1444	0.6115265173
1445	0.6115224359
1446	0.6115147759
1447	0.6115038161
1448	0.6114982452
1449	0.6114965788
1450	0.6114923854
1451	0.6114846866
1452	0.6114772514
1453	0.6114711311
1454	0.6114674557
1455	0.6114594617
1456	0.6114506716
1457	0.6114429848
1458	0.611436615
1459	0.6114325965
1460	0.6114271855
1461	0.6114246801
1462	0.6114151336
1463	0.6114081969
1464	0.6114019269
1465	0.6113954517
1466	0.6113843067
1467	0.6113793853
1468	0.6113754662
1469	0.6113713496
1470	0.6113689218
1471	0.611364517
1472	0.6113610887
1473	0.6113557585
1474	0.6113506834
1475	0.6113442761
1476	0.61133443
1477	0.6113308533
1478	0.611322756
1479	0.6113114645
1480	0.6113069055
1481	0.6113001694
1482	0.6112946333
1483	0.6112912505
1484	0.6112855023
1485	0.6112763074
1486	0.6112718808
1487	0.6112672192
1488	0.6112596775
1489	0.6112543009
1490	0.611251955
1491	0.6112483311
1492	0.6112394028
1493	0.6112353547
1494	0.6112308379
1495	0.6112239663
1496	0.6112163573
1497	0.6112108456
1498	0.6112042646
1499	0.6111994583
1500	0.6111934487
1501	0.6111843854
1502	0.6111768333
1503	0.6111726914
1504	0.6111672755
1505	0.6111644147
1506	0.6111588101
1507	0.6111521153
1508	0.6111464112
1509	0.6111419515
1510	0.6111313113
1511	0.6111250681
