iter	RMSE
1512	0.6111180308
1513	0.6111132382
1514	0.6111086781
1515	0.6111029015
1516	0.61109631
1517	0.6110902898
1518	0.6110819207
1519	0.6110783992
1520	0.6110727708
1521	0.6110687791
1522	0.6110656008
1523	0.6110570984
1524	0.6110509663
1525	0.6110452578
1526	0.6110426372
1527	0.6110408825
1528	0.6110351527
1529	0.6110308071
1530	0.6110250499
1531	0.611023526
1532	0.6110120093
1533	0.6110025711
1534	0.6109989176
1535	0.6109938272
1536	0.6109869198
1537	0.6109800424
1538	0.6109736732
1539	0.6109646642
1540	0.6109581054
1541	0.6109519396
1542	0.6109447263
1543	0.6109393352
1544	0.610933238
1545	0.610923278
1546	0.6109186867
1547	0.6109122528
1548	0.6109068958
1549	0.6109001191
1550	0.6108943494
1551	0.6108901642
1552	0.6108847396
1553	0.6108813672
1554	0.6108760893
1555	0.610871756
1556	0.6108639076
1557	0.6108602529
1558	0.610853791
1559	0.6108494131
1560	0.6108419563
1561	0.6108369582
1562	0.6108311065
1563	0.6108203658
1564	0.6108138179
1565	0.6108082208
1566	0.610802531
1567	0.6107987782
1568	0.6107937333
1569	0.6107880572
1570	0.6107843426
1571	0.6107813308
1572	0.6107734067
1573	0.610768288
1574	0.610758597
1575	0.6107535675
1576	0.6107486425
1577	0.6107428538
1578	0.6107364723
1579	0.6107298629
1580	0.6107243624
1581	0.6107194219
1582	0.6107147514
1583	0.6107095247
1584	0.610699952
1585	0.6106941017
1586	0.6106876663
1587	0.6106823414
1588	0.6106747044
1589	0.6106701764
1590	0.6106619659
1591	0.6106548977
1592	0.6106500715
1593	0.6106454461
1594	0.6106390073
1595	0.6106356005
1596	0.6106275431
1597	0.6106230662
1598	0.6106173099
1599	0.6106133847
1600	0.6106103938
1601	0.6106043047
1602	0.6106012133
1603	0.610593139
1604	0.6105868524
1605	0.610582497
1606	0.6105766616
1607	0.6105732625
1608	0.6105688144
1609	0.6105619752
1610	0.6105557546
1611	0.6105503259
1612	0.6105418758
1613	0.6105354723
1614	0.6105296087
1615	0.6105236438
1616	0.6105191269
1617	0.6105123719
1618	0.6105102776
1619	0.6105028699
1620	0.6105008168
1621	0.6104964092
1622	0.6104928544
1623	0.6104866979
1624	0.610481967
1625	0.6104774222
1626	0.6104758771
1627	0.6104697054
1628	0.6104612511
1629	0.6104547671
1630	0.6104512264
1631	0.6104482402
1632	0.6104435042
1633	0.6104397287
1634	0.6104344848
1635	0.6104278104
1636	0.6104225435
1637	0.6104154098
1638	0.6104115018
1639	0.6104061766
1640	0.6103990338
1641	0.6103957798
1642	0.6103919232
1643	0.6103817023
1644	0.6103759753
1645	0.6103696986
1646	0.6103650501
1647	0.6103609263
1648	0.6103577116
1649	0.6103538923
1650	0.6103492708
1651	0.6103442905
1652	0.6103383394
1653	0.6103315098
1654	0.6103269102
1655	0.610318799
1656	0.6103150477
1657	0.6103093316
1658	0.6103047005
1659	0.6103006236
1660	0.6102941613
1661	0.6102909591
1662	0.6102820103
1663	0.6102774698
1664	0.6102718811
1665	0.6102648093
1666	0.6102593805
1667	0.6102540452
1668	0.6102499813
1669	0.610246119
1670	0.6102387284
1671	0.6102336438
1672	0.6102254867
1673	0.6102173331
1674	0.6102131238
1675	0.6102078203
1676	0.6102066852
1677	0.6102012178
1678	0.6101955533
1679	0.6101915182
1680	0.6101883897
1681	0.6101825126
1682	0.6101781062
1683	0.6101756235
1684	0.6101684258
1685	0.6101623794
1686	0.6101550557
1687	0.6101520809
1688	0.6101487155
1689	0.6101445719
1690	0.6101413879
1691	0.6101386896
1692	0.6101350362
1693	0.610128637
1694	0.610124365
1695	0.6101198925
1696	0.6101160147
1697	0.6101109746
1698	0.6101074596
1699	0.610103083
1700	0.6100987608
1701	0.6100912868
1702	0.6100863472
1703	0.6100800465
1704	0.6100744535
1705	0.6100684236
1706	0.6100660589
1707	0.6100637657
1708	0.6100583683
1709	0.6100529049
1710	0.6100487615
1711	0.6100447491
1712	0.610038518
1713	0.6100334162
1714	0.6100298705
1715	0.6100246374
1716	0.610019354
1717	0.6100149012
1718	0.6100069599
1719	0.6100038986
1720	0.6099992728
1721	0.6099934116
1722	0.6099899011
1723	0.6099822234
1724	0.6099780069
1725	0.609973758
1726	0.6099687052
1727	0.6099631417
1728	0.6099588918
1729	0.6099563376
1730	0.6099526727
1731	0.6099449386
1732	0.6099390054
1733	0.6099355518
1734	0.6099303391
1735	0.6099265694
1736	0.6099233731
1737	0.6099186471
1738	0.6099136086
1739	0.6099090825
1740	0.6099036648
1741	0.6099018708
1742	0.6098955148
1743	0.6098909662
1744	0.6098868823
1745	0.6098789281
1746	0.6098748341
1747	0.6098713714
1748	0.6098667758
1749	0.6098630255
1750	0.6098586432
1751	0.6098552931
1752	0.6098498645
1753	0.6098435589
1754	0.6098384272
1755	0.6098358696
1756	0.609829108
1757	0.6098262911
1758	0.6098216355
1759	0.60981523
1760	0.6098114929
1761	0.60980384
1762	0.6097964242
1763	0.6097930186
1764	0.6097911402
1765	0.6097863756
1766	0.6097785767
1767	0.6097747241
1768	0.609771191
1769	0.6097672458
1770	0.6097645553
1771	0.6097586393
1772	0.6097544273
1773	0.609750404
1774	0.6097464435
1775	0.609740229
1776	0.6097369187
1777	0.6097338681
1778	0.6097307201
1779	0.6097238181
1780	0.6097174581
1781	0.6097129149
1782	0.6097077315
1783	0.6097008618
1784	0.6096943167
1785	0.6096883613
1786	0.6096836205
1787	0.6096781652
1788	0.6096727301
1789	0.6096685229
1790	0.6096641877
1791	0.6096586712
1792	0.6096491137
1793	0.609640925
1794	0.6096340515
1795	0.6096278331
1796	0.6096234503
1797	0.6096194022
1798	0.6096174533
1799	0.6096138389
1800	0.6096098067
1801	0.6096072816
1802	0.6096013408
1803	0.6095976417
1804	0.609592345
1805	0.6095894407
1806	0.6095847069
1807	0.6095826393
1808	0.6095800348
1809	0.6095777165
1810	0.6095760442
1811	0.609571779
1812	0.6095692677
1813	0.6095640425
1814	0.6095582366
1815	0.6095535764
1816	0.6095496766
1817	0.6095471376
1818	0.6095416403
1819	0.6095374296
1820	0.609532901
1821	0.6095270158
1822	0.609521651
1823	0.6095184485
1824	0.6095150516
1825	0.6095109912
1826	0.6095059373
1827	0.6095023296
1828	0.6094942223
1829	0.6094914552
1830	0.6094875206
1831	0.6094809338
1832	0.6094773327
1833	0.6094702963
1834	0.6094658692
1835	0.6094611822
1836	0.6094585741
1837	0.6094542128
1838	0.6094507369
1839	0.6094436632
1840	0.6094405204
1841	0.6094349821
1842	0.6094326572
1843	0.6094229442
1844	0.6094187706
1845	0.6094157185
1846	0.6094128946
1847	0.6094110611
1848	0.6094040247
1849	0.609401212
1850	0.6093957332
1851	0.6093912999
1852	0.6093886008
1853	0.6093840737
1854	0.6093795954
1855	0.6093761108
1856	0.6093713533
1857	0.6093661437
1858	0.6093613008
1859	0.6093529978
1860	0.6093467188
1861	0.6093439419
1862	0.6093392217
1863	0.6093339251
1864	0.6093315519
1865	0.6093264997
1866	0.6093239718
1867	0.6093177079
1868	0.6093131966
1869	0.6093095767
1870	0.6093070467
1871	0.6093024264
1872	0.6092998253
1873	0.6092937552
1874	0.6092924689
1875	0.6092897069
1876	0.60928636
1877	0.6092819679
1878	0.6092778201
1879	0.6092732741
1880	0.6092704052
1881	0.6092654913
1882	0.6092624483
1883	0.6092598446
1884	0.6092539282
1885	0.6092499665
1886	0.6092461781
1887	0.6092422322
1888	0.6092373886
1889	0.6092330871
1890	0.6092297475
1891	0.609225625
1892	0.6092228886
1893	0.609220921
1894	0.6092169511
1895	0.6092152775
1896	0.6092121171
1897	0.609206401
1898	0.6092024668
1899	0.6091973043
1900	0.6091911393
1901	0.6091876382
1902	0.6091828832
1903	0.6091769308
1904	0.6091747133
1905	0.6091690557
1906	0.6091664922
1907	0.609165265
1908	0.609159903
1909	0.6091497959
1910	0.6091444464
1911	0.609141038
1912	0.6091362929
1913	0.6091343506
1914	0.6091287255
1915	0.6091238932
1916	0.609119066
1917	0.6091171318
1918	0.609115523
1919	0.6091127027
1920	0.6091081534
1921	0.6091062129
1922	0.6091024428
1923	0.6090979423
1924	0.6090923274
1925	0.6090890128
1926	0.6090844417
1927	0.6090774827
1928	0.6090733179
1929	0.6090657937
1930	0.6090613146
1931	0.6090577901
1932	0.6090544522
1933	0.6090514348
1934	0.6090481339
1935	0.6090431447
1936	0.6090384848
1937	0.6090342888
1938	0.6090285687
1939	0.6090234568
1940	0.6090206424
1941	0.6090145894
1942	0.6090100136
1943	0.609006439
1944	0.6090040861
1945	0.6090015897
1946	0.6089983158
1947	0.6089932103
1948	0.6089879552
1949	0.6089859669
1950	0.6089826935
1951	0.6089809525
1952	0.6089769626
1953	0.6089717809
1954	0.6089666785
1955	0.6089623115
1956	0.6089598544
1957	0.608956367
1958	0.6089509002
1959	0.6089483663
1960	0.6089425319
1961	0.6089394425
1962	0.6089308039
1963	0.6089271724
1964	0.6089224059
1965	0.6089208255
1966	0.6089169088
1967	0.6089120133
1968	0.6089069552
1969	0.6089012931
1970	0.6088971229
1971	0.6088940226
1972	0.608890032
1973	0.6088867231
1974	0.6088843999
1975	0.6088783768
1976	0.6088754596
1977	0.6088710109
1978	0.6088664676
1979	0.6088631734
1980	0.6088582406
1981	0.6088546235
1982	0.6088510414
1983	0.6088459226
1984	0.6088427231
1985	0.6088391767
1986	0.6088363152
1987	0.6088331288
1988	0.6088289682
1989	0.6088256192
1990	0.6088207716
1991	0.6088174339
1992	0.6088130965
1993	0.6088107174
1994	0.6088067385
1995	0.6088049745
1996	0.6087982974
1997	0.6087931496
1998	0.6087871648
1999	0.6087825933
2000	0.6087799807
2001	0.6087729364
2002	0.6087701358
2003	0.6087667646
2004	0.6087641834
2005	0.6087588878
2006	0.6087559311
2007	0.6087523322
2008	0.6087460545
2009	0.608743266
2010	0.608737539
2011	0.6087346523
2012	0.6087313581
2013	0.6087278656
2014	0.6087224372
2015	0.608720078
2016	0.6087156464
2017	0.6087117692
2018	0.6087081089
2019	0.6087016901
2020	0.608695825
2021	0.6086918628
2022	0.6086890279
2023	0.6086846308
2024	0.6086808442
2025	0.6086746205
2026	0.6086691701
2027	0.6086666783
2028	0.6086621208
2029	0.6086570629
2030	0.6086524539
2031	0.6086487884
2032	0.6086437875
2033	0.6086387358
2034	0.6086349197
2035	0.6086329617
2036	0.6086298899
2037	0.6086274054
2038	0.6086245186
2039	0.6086201542
2040	0.6086182116
2041	0.6086121532
2042	0.6086097138
2043	0.6086065141
2044	0.6086014712
2045	0.6085977421
2046	0.6085948557
2047	0.6085906261
2048	0.6085853218
2049	0.608582018
2050	0.608578476
2051	0.6085752483
2052	0.6085701536
2053	0.6085675141
2054	0.6085645026
2055	0.608559583
2056	0.6085570911
2057	0.6085512176
2058	0.6085482182
2059	0.6085443932
2060	0.6085412851
2061	0.6085393195
2062	0.6085352909
2063	0.6085305293
2064	0.6085259332
2065	0.608522357
2066	0.6085182088
2067	0.6085149966
2068	0.6085121447
2069	0.6085095741
2070	0.6085042362
2071	0.6085027062
2072	0.6084970275
2073	0.6084948524
2074	0.6084924825
2075	0.6084882106
2076	0.6084845574
2077	0.6084805758
2078	0.6084745757
2079	0.6084696923
2080	0.608465198
2081	0.6084593578
2082	0.6084571987
2083	0.6084539234
2084	0.6084507239
2085	0.60844589
2086	0.6084403757
2087	0.6084368705
2088	0.6084333309
2089	0.6084256077
2090	0.6084204882
2091	0.6084165584
2092	0.6084121876
2093	0.6084055469
2094	0.6084018195
2095	0.6083973102
2096	0.6083944141
2097	0.608388911
2098	0.6083843304
2099	0.6083772946
2100	0.6083738004
2101	0.6083725251
2102	0.6083660781
2103	0.6083586068
2104	0.6083543388
2105	0.6083512504
2106	0.6083456725
2107	0.6083430171
2108	0.6083411523
2109	0.608338694
2110	0.6083339311
2111	0.6083302439
2112	0.6083248296
2113	0.6083216232
2114	0.6083180571
2115	0.6083129735
2116	0.608308379
2117	0.6083055051
2118	0.6083029688
2119	0.6083004004
2120	0.6082951707
2121	0.6082927765
2122	0.6082868089
2123	0.6082828248
2124	0.6082806521
2125	0.6082768607
2126	0.6082735508
2127	0.608269057
2128	0.6082648018
2129	0.608261958
2130	0.6082578264
2131	0.6082525717
2132	0.608247948
2133	0.6082436374
2134	0.6082381259
2135	0.6082368188
2136	0.6082335513
2137	0.608229879
2138	0.6082259791
2139	0.6082224317
2140	0.6082192992
2141	0.6082155154
2142	0.6082139484
2143	0.6082115791
2144	0.6082068755
2145	0.6082011495
2146	0.60819851
2147	0.6081942476
2148	0.6081930043
2149	0.6081890321
2150	0.608184582
2151	0.6081822439
2152	0.608179197
2153	0.6081763446
2154	0.6081716368
2155	0.6081684598
2156	0.6081662217
2157	0.6081649841
2158	0.6081605169
2159	0.6081561726
2160	0.6081543899
2161	0.6081507549
2162	0.6081456567
2163	0.6081421221
2164	0.6081396021
2165	0.6081364154
2166	0.6081315744
2167	0.6081265131
2168	0.608123906
2169	0.6081212587
2170	0.6081181127
2171	0.6081146902
2172	0.6081121107
2173	0.608106639
2174	0.6081002845
2175	0.6080952582
2176	0.6080889398
2177	0.6080847624
2178	0.6080813081
2179	0.6080778344
2180	0.6080727643
2181	0.6080695842
2182	0.6080662076
2183	0.6080621809
2184	0.6080591894
2185	0.6080543782
2186	0.6080531079
2187	0.6080498684
2188	0.6080464874
2189	0.6080405926
2190	0.6080379102
2191	0.6080340808
2192	0.6080318676
2193	0.6080296639
2194	0.6080251904
2195	0.6080191681
2196	0.6080158087
2197	0.6080142832
2198	0.6080080649
2199	0.6080044226
2200	0.6080003281
2201	0.607996387
2202	0.6079936986
2203	0.607988499
2204	0.6079872343
2205	0.6079839225
2206	0.6079810516
2207	0.6079775408
2208	0.6079746028
2209	0.607969967
2210	0.607964336
2211	0.6079605062
2212	0.6079582352
2213	0.607955987
2214	0.6079506095
2215	0.6079474599
2216	0.6079440485
2217	0.6079373994
2218	0.6079343715
2219	0.6079305068
2220	0.6079264483
2221	0.607921519
2222	0.6079197556
2223	0.607912756
2224	0.6079100771
2225	0.6079073853
2226	0.6079061392
2227	0.6079039578
2228	0.6079025521
2229	0.6078996342
2230	0.6078961306
2231	0.6078925515
2232	0.6078906747
2233	0.6078856921
2234	0.6078809092
2235	0.6078760207
2236	0.6078718523
2237	0.6078696276
2238	0.6078666926
2239	0.6078631457
2240	0.6078594068
2241	0.6078570264
2242	0.6078538422
2243	0.607848956
2244	0.6078446429
2245	0.6078394858
2246	0.6078355047
2247	0.6078324384
2248	0.6078275328
2249	0.6078237733
2250	0.6078188588
2251	0.6078150115
2252	0.6078081418
2253	0.6078047915
2254	0.607800543
2255	0.6077970321
2256	0.6077941069
2257	0.6077865704
2258	0.6077829103
2259	0.6077768043
2260	0.6077733917
2261	0.607769528
2262	0.6077688208
2263	0.6077647543
2264	0.6077593785
2265	0.6077550348
2266	0.6077491908
2267	0.6077439631
2268	0.6077397514
2269	0.6077366229
2270	0.6077336128
2271	0.6077302267
2272	0.6077271082
2273	0.6077246892
2274	0.6077205213
2275	0.6077160609
2276	0.6077122242
2277	0.6077085004
2278	0.607705276
2279	0.6077028214
2280	0.6077000596
2281	0.607696674
2282	0.607691561
2283	0.6076877187
2284	0.6076822395
2285	0.6076780169
2286	0.6076746573
2287	0.6076718396
2288	0.6076688872
2289	0.6076637155
2290	0.6076602384
2291	0.6076573827
2292	0.6076543896
2293	0.60765206
2294	0.6076477967
2295	0.6076451244
2296	0.6076424982
2297	0.6076381188
2298	0.6076341495
2299	0.6076313415
2300	0.6076285184
2301	0.6076248961
2302	0.6076229109
2303	0.6076200466
2304	0.6076150229
2305	0.6076114551
2306	0.6076083823
2307	0.6076072206
2308	0.607602303
2309	0.6075986779
2310	0.6075936593
2311	0.6075892842
2312	0.6075871603
2313	0.6075838993
2314	0.6075807738
2315	0.6075779257
2316	0.6075756541
2317	0.6075733879
2318	0.6075712494
2319	0.6075689504
2320	0.6075648314
2321	0.6075621683
2322	0.6075581836
2323	0.6075524562
2324	0.6075470221
2325	0.6075452034
2326	0.6075407137
2327	0.6075385378
2328	0.607534771
2329	0.6075329472
2330	0.6075299946
2331	0.6075268532
2332	0.6075234894
2333	0.6075224505
2334	0.6075190879
2335	0.6075146387
2336	0.607509951
2337	0.6075057006
2338	0.6075009697
2339	0.6074970708
2340	0.6074946738
2341	0.6074905643
2342	0.6074873046
2343	0.6074848665
2344	0.6074831297
2345	0.6074803162
2346	0.6074792445
2347	0.6074754967
2348	0.6074727994
2349	0.6074667738
2350	0.6074641092
2351	0.6074613792
2352	0.607457792
2353	0.6074524606
2354	0.6074488731
2355	0.6074476977
2356	0.6074431778
2357	0.6074394451
2358	0.60743781
2359	0.6074346573
2360	0.6074302366
2361	0.6074273158
2362	0.6074243209
2363	0.6074219192
2364	0.6074184821
2365	0.6074132942
2366	0.6074086374
2367	0.6074042844
2368	0.6074011133
2369	0.6073948415
2370	0.6073892148
2371	0.6073854212
2372	0.6073832182
2373	0.6073805687
2374	0.6073768282
2375	0.6073737388
2376	0.6073708203
2377	0.6073673762
2378	0.6073650485
2379	0.6073600068
2380	0.6073580923
2381	0.6073542869
2382	0.6073504142
2383	0.6073470218
2384	0.6073449949
2385	0.6073414315
2386	0.6073385566
2387	0.6073345735
2388	0.6073310436
2389	0.607327809
2390	0.6073249912
2391	0.6073189786
2392	0.6073158786
2393	0.6073112348
2394	0.6073066325
2395	0.6073056135
2396	0.6073024692
2397	0.6072981081
2398	0.607296004
2399	0.6072932046
2400	0.6072911661
2401	0.6072872433
2402	0.6072853322
2403	0.6072803752
2404	0.6072771568
2405	0.6072746635
2406	0.6072731932
2407	0.607269315
2408	0.6072645896
2409	0.6072612028
2410	0.6072584484
2411	0.6072564634
2412	0.6072530446
2413	0.607247961
2414	0.6072453953
2415	0.607244163
2416	0.6072388533
2417	0.6072363719
2418	0.6072327807
2419	0.607230981
2420	0.6072283578
2421	0.6072276942
2422	0.6072236655
2423	0.6072200212
2424	0.6072161446
2425	0.6072119645
2426	0.607209114
2427	0.607205423
2428	0.6072011585
2429	0.6071976435
2430	0.607193999
2431	0.6071883895
2432	0.6071842486
2433	0.6071813131
2434	0.6071797742
2435	0.6071769435
2436	0.6071740001
2437	0.6071719367
2438	0.6071687761
2439	0.6071660668
2440	0.6071617899
2441	0.6071567894
2442	0.6071544938
2443	0.6071505684
2444	0.6071454131
2445	0.6071406574
2446	0.6071383165
2447	0.6071360368
2448	0.607131958
2449	0.6071305841
2450	0.6071253695
2451	0.6071222543
2452	0.6071191089
2453	0.6071159973
2454	0.6071097675
2455	0.6071072388
2456	0.6071038967
2457	0.6071014667
2458	0.6070989559
2459	0.6070972308
2460	0.607095017
2461	0.6070917524
2462	0.6070890638
2463	0.607087504
2464	0.6070852246
2465	0.6070815976
2466	0.6070772825
2467	0.6070737724
2468	0.6070695589
2469	0.6070670178
2470	0.6070629682
2471	0.6070591947
2472	0.6070568172
2473	0.607052825
2474	0.6070509208
2475	0.6070491692
2476	0.6070464418
2477	0.6070442836
2478	0.6070412383
2479	0.6070391772
2480	0.6070368249
2481	0.6070344326
2482	0.6070323893
2483	0.607030168
2484	0.607028026
2485	0.607025851
2486	0.6070226296
2487	0.607018317
2488	0.6070163942
2489	0.607009318
2490	0.6070051485
2491	0.606999811
2492	0.6069961447
2493	0.6069934686
2494	0.6069888752
2495	0.6069847558
2496	0.6069820778
2497	0.6069760691
2498	0.6069715927
2499	0.6069685221
2500	0.6069666872
2501	0.6069641298
2502	0.606961494
2503	0.6069571001
2504	0.6069539483
2505	0.6069499337
2506	0.6069451144
2507	0.6069414131
2508	0.6069376826
2509	0.6069354351
2510	0.6069318154
2511	0.6069282438
2512	0.6069256443
2513	0.6069224484
2514	0.6069201626
2515	0.6069167692
2516	0.6069151112
2517	0.60691203
2518	0.6069100924
2519	0.6069063959
2520	0.6069026263
2521	0.6069000824
2522	0.6068954612
2523	0.6068929209
2524	0.6068891226
2525	0.6068852315
2526	0.6068827324
2527	0.606881185
2528	0.6068772134
2529	0.6068737449
2530	0.606868163
2531	0.6068643391
2532	0.6068618367
2533	0.6068596998
2534	0.6068566556
2535	0.6068543338
2536	0.6068516241
2537	0.6068480235
2538	0.6068463002
2539	0.6068423189
2540	0.6068395125
2541	0.6068342305
2542	0.606829699
2543	0.6068263274
2544	0.6068235096
2545	0.6068194338
2546	0.6068158913
2547	0.6068127971
2548	0.6068094365
2549	0.6068075949
2550	0.6068029561
2551	0.606799124
2552	0.6067954581
2553	0.6067920139
2554	0.6067896876
2555	0.6067873309
2556	0.6067838624
2557	0.6067805833
2558	0.6067781183
2559	0.6067731771
2560	0.6067717439
2561	0.6067695524
2562	0.6067661957
2563	0.6067612797
2564	0.6067548072
2565	0.6067499826
2566	0.6067474355
2567	0.6067445872
2568	0.6067419674
2569	0.6067370842
2570	0.6067345187
2571	0.6067302967
2572	0.6067281673
2573	0.6067255057
2574	0.6067227386
2575	0.60671843
2576	0.6067155162
2577	0.6067118627
2578	0.6067079821
2579	0.6067036638
2580	0.6067022591
2581	0.6066995403
2582	0.60669548
2583	0.6066929316
2584	0.6066889803
2585	0.6066868249
2586	0.6066837616
2587	0.6066801234
2588	0.6066768715
2589	0.606674902
2590	0.606671865
2591	0.6066691359
2592	0.6066661838
2593	0.6066644014
2594	0.6066614566
2595	0.6066560392
2596	0.6066522727
2597	0.6066502013
2598	0.6066478903
2599	0.6066444922
2600	0.6066403184
2601	0.6066347632
2602	0.6066319745
2603	0.6066267244
2604	0.6066236736
2605	0.6066191592
2606	0.6066154153
2607	0.6066129222
2608	0.6066071347
2609	0.6066045666
2610	0.6066004591
2611	0.6065972677
2612	0.6065953982
2613	0.6065920452
2614	0.6065900639
2615	0.6065857145
2616	0.6065847538
2617	0.6065833727
2618	0.6065801984
2619	0.6065773553
2620	0.606575086
2621	0.6065705379
2622	0.6065685154
2623	0.6065640099
2624	0.6065595623
2625	0.6065566061
2626	0.6065529283
2627	0.606548471
2628	0.606545014
2629	0.6065381081
2630	0.6065333147
2631	0.6065288376
2632	0.6065267786
2633	0.6065230752
2634	0.6065201406
2635	0.6065166729
2636	0.6065128122
2637	0.6065092681
2638	0.6065053422
2639	0.6064998251
2640	0.6064963166
2641	0.6064921253
2642	0.6064901887
2643	0.6064845845
2644	0.6064818832
2645	0.6064804214
2646	0.6064775422
2647	0.6064755839
2648	0.6064707092
2649	0.6064668565
2650	0.6064638671
2651	0.6064606721
2652	0.6064570109
2653	0.6064541983
2654	0.6064492116
2655	0.6064452954
2656	0.6064428514
2657	0.6064389783
2658	0.6064338559
2659	0.606430971
2660	0.6064283669
2661	0.6064258781
2662	0.606423837
2663	0.6064219964
2664	0.6064168007
2665	0.6064140134
2666	0.6064103566
2667	0.6064045572
2668	0.6064017799
2669	0.6064007974
2670	0.6063987018
2671	0.6063948715
2672	0.6063927068
2673	0.6063887213
2674	0.606384802
2675	0.6063828483
2676	0.6063801147
2677	0.6063769943
2678	0.6063706134
2679	0.6063661957
2680	0.6063629457
2681	0.6063572705
2682	0.6063545073
2683	0.6063504199
2684	0.6063460218
2685	0.6063427884
2686	0.606340534
2687	0.6063372385
2688	0.6063325931
2689	0.6063281138
2690	0.6063246513
2691	0.6063208383
2692	0.6063165272
2693	0.6063141277
2694	0.6063112341
2695	0.606309135
2696	0.6063056424
2697	0.6063029168
2698	0.6063001281
2699	0.6062947029
2700	0.6062923204
2701	0.6062879139
2702	0.6062837364
2703	0.6062796174
2704	0.6062729378
2705	0.6062689026
2706	0.6062652872
2707	0.6062616976
2708	0.6062579596
2709	0.6062517261
2710	0.6062497537
2711	0.6062478055
2712	0.6062470226
2713	0.6062435112
2714	0.6062403057
2715	0.6062366848
2716	0.6062301209
2717	0.6062249098
2718	0.6062226099
2719	0.6062171628
2720	0.6062139483
2721	0.6062087775
2722	0.606205316
2723	0.6062026254
2724	0.6061993494
2725	0.6061955509
2726	0.6061939554
2727	0.6061907362
2728	0.6061866183
2729	0.6061822467
2730	0.6061784123
2731	0.6061743578
2732	0.6061708711
2733	0.6061659374
2734	0.6061629396
2735	0.6061612192
2736	0.6061601855
2737	0.6061569788
2738	0.6061542859
2739	0.6061513878
2740	0.6061462174
2741	0.606143403
2742	0.6061398377
2743	0.6061380977
2744	0.6061346595
2745	0.6061294557
2746	0.6061254431
2747	0.606122354
2748	0.6061189318
2749	0.6061161724
2750	0.6061118901
2751	0.6061096787
2752	0.6061057954
2753	0.6061008516
2754	0.606097148
2755	0.6060945534
2756	0.6060906465
2757	0.6060882796
2758	0.6060857298
2759	0.6060838074
2760	0.6060793657
2761	0.6060766184
2762	0.6060723836
2763	0.6060674193
2764	0.6060655655
2765	0.6060602932
2766	0.6060579778
2767	0.6060554035
2768	0.6060517767
2769	0.6060474065
2770	0.6060428398
2771	0.6060380222
2772	0.606035102
2773	0.6060287941
2774	0.6060256713
2775	0.6060221503
2776	0.6060174448
2777	0.6060118231
2778	0.6060087918
2779	0.6060079641
2780	0.6060034436
2781	0.6059999053
2782	0.6059942305
2783	0.6059910431
2784	0.6059878994
2785	0.6059856367
2786	0.6059826192
2787	0.6059802198
2788	0.6059756147
2789	0.6059715265
2790	0.605968024
2791	0.6059659595
2792	0.605960315
2793	0.605957637
2794	0.6059518682
2795	0.605947826
2796	0.6059436238
2797	0.6059404024
2798	0.6059355245
2799	0.6059312455
2800	0.6059289519
2801	0.6059227844
2802	0.6059175552
2803	0.6059153655
2804	0.6059124544
2805	0.6059072416
2806	0.6059046177
2807	0.6059004318
2808	0.6058991055
2809	0.6058954774
2810	0.6058942181
2811	0.6058893952
2812	0.6058863466
2813	0.6058814652
2814	0.605877991
2815	0.6058751074
2816	0.6058716151
2817	0.6058703749
2818	0.6058676714
2819	0.6058638672
2820	0.6058619516
2821	0.6058597666
2822	0.6058549948
2823	0.6058510972
2824	0.6058489097
2825	0.6058442119
2826	0.605841945
2827	0.6058376897
2828	0.6058330086
2829	0.6058289713
2830	0.6058254647
2831	0.6058210863
2832	0.6058175649
2833	0.6058155556
2834	0.6058118827
2835	0.605806599
2836	0.6058038983
2837	0.6058014887
2838	0.6057974734
2839	0.605793499
2840	0.6057888779
2841	0.6057865598
2842	0.6057827768
2843	0.605777773
2844	0.6057748162
2845	0.6057710808
2846	0.6057655585
2847	0.6057616858
2848	0.6057583935
2849	0.6057559601
2850	0.6057521278
2851	0.6057484442
2852	0.6057458008
2853	0.6057410842
2854	0.6057372028
2855	0.6057320728
2856	0.6057298855
2857	0.6057228583
2858	0.6057205916
2859	0.6057155673
2860	0.6057113001
2861	0.6057062272
2862	0.6057020914
2863	0.605699062
2864	0.6056962493
2865	0.6056924594
2866	0.6056885532
2867	0.6056846836
2868	0.6056787992
2869	0.6056765517
2870	0.6056689096
2871	0.6056640802
2872	0.6056613493
2873	0.605659871
2874	0.6056566433
2875	0.6056533422
2876	0.6056485965
2877	0.6056442802
2878	0.6056413012
2879	0.6056349342
2880	0.6056293465
2881	0.6056236948
2882	0.6056207723
2883	0.6056177651
2884	0.6056111735
2885	0.605608172
2886	0.6056035413
2887	0.6055996908
2888	0.6055944509
2889	0.6055899517
2890	0.6055856205
2891	0.6055831874
2892	0.6055791974
2893	0.6055754282
2894	0.6055734822
2895	0.6055699067
2896	0.6055651994
2897	0.6055595504
2898	0.6055550226
2899	0.6055498228
2900	0.605546382
2901	0.6055404584
2902	0.6055341987
2903	0.6055296663
2904	0.6055250939
2905	0.6055206847
2906	0.6055173369
2907	0.6055133858
2908	0.6055094184
2909	0.6055055456
2910	0.6055020075
2911	0.6054989065
2912	0.6054943088
2913	0.605490496
2914	0.6054864084
2915	0.60548168
2916	0.6054778625
2917	0.6054738553
2918	0.6054715025
2919	0.6054685803
2920	0.605463082
2921	0.605456943
2922	0.6054537702
2923	0.6054487675
2924	0.6054458387
